Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
IT Executive (Hanoi Head Office - 443),IT professional,Intermediate,3,"Aeon Mall Vietnam Co., Ltd","Hà nội, Hồ Chí Minh",$650.00-800.00,"Information Technology, Project Management, Infrastructure Security, Network, System Administration",Vietnamworks
Hardware Engineer,software engineer,Intermediate,3,,N/A,$1000.00-1500.00,"Hardware Design, PCB Design, Digital Electronics, Integrated Circuit Design, Problem-solving",Vietnamworks
System Architect,system architect,Senior,5,Công Ty Cổ Phần Tập Đoàn Golden Gate,Hà Nội,Negotiable,"Software System Architecture, Linux, Java, .NET, PHP",Vietnamworks
Chuyên Viên IT (Công Ty Chứng Khoán),IT professional,Intermediate,3,Công Ty Cổ Phần Chứng Khoán Asam,Hồ Chí Minh,Negotiable,"Quản Trị Hệ Thống Mạng, Vận Hành Hệ Thống Phần Mềm, Cài Đặt Hệ Thống Ảo Hóa, Khắc Phục Lỗi Phần Mềm",Vietnamworks
Quality Assurance Specialist,QA engineer,Any Level,N/A,Arctx Solution LLC,Hồ Chí Minh,Negotiable,"QA, Communications, Attention To Detail",Vietnamworks
Presales Network Engineer,software engineer,Senior,5,Công Ty TNHH Tổng Công Ty Công Nghệ & Giải Pháp CMC (CMC TS),Hà Nội,$1000.00-2000.00,"Consulting, English communication",Vietnamworks
Senior Data Analyst,data analyst,Senior,3,Công Ty Cổ Phần Kinh Doanh F88,Hà Nội,$900.00-1500.00,"Data Analytics, Oracle, AWS, Phân Tích Dữ Liệu, Tài Chính",Vietnamworks
"Japanese Business Operations Staff (in HCM, Hanoi, Da Nang)",data scientist,Junior,2,Hitachi Digital Services,Hồ Chí Minh,Negotiable,"Japanese, Document, Customer service skills, System Operations, English",Vietnamworks
Uipath Developer,software developer,Any Level,N/A,Ngân Hàng TNHH Indovina – Hội Sở,Hồ Chí Minh,Negotiable,"UI Path, RPA, Phân Tích Nghiệp Vụ, RPA Coding, Test Case Design",Vietnamworks
Quản Lý Dự Án CNTT,data scientist,Senior,5,Công Ty TNHH Công Nghệ Nguyên Lộc,Hà Nội,$20.41-30.61,"IT Phần Cứng, Quản Lý Dự Án, Project Management, Tư Vấn, Tư vấn kỹ thuật",Vietnamworks
"Bridge System Engineer (Brse, Japanese N1/n2) - Upto $2000",systems engineer,Intermediate,3,TPS Software,Hồ Chí Minh,$700.00-2000.00,"Japanese N2, Software Process Development, Technical Specification Analysis, Kỹ Sư Cầu Nối, BrSE",Vietnamworks
Chuyên Viên Tối Ưu Vận Hành Ngành TMĐT Quốc Tế Amazon Thu Nhập 15-20Tr,data scientist,Junior,1,Công Ty TNHH Equarus Decor,Hà Nội,$612.24-816.33,"ERP, Odoo, E Commerce, Quản Lý Hiệu Suất, Quản Lý Cở Sở Dữ Liệu",Vietnamworks
Kĩ Sư IBS (Chi Nhánh HN),embedded systems engineer,Any Level,N/A,Công Ty Cổ Phần Xây dựng Hạ tầng Kỹ thuật,Hà Nội,$244.90-408.16,"Điện Tử Viễn Thông, Xử Lý Sự Cố, Tin Học Văn Phòng, Kỹ thuật, Viễn Thông",Vietnamworks
System Engineer,systems engineer,Senior,5,,N/A,Negotiable,"Azure, Network Management, PowerShell, Systems Engineering, Microsoft Server SQL",Vietnamworks
Risk Analytics Supervisor,data scientist,Any Level,N/A,Shinhan Vietnam Finance Company Limited,Hồ Chí Minh,$800.00-1200.00,"Risk Monitoring, Risk Analysis, Risk Management, SQL, Python",Vietnamworks
SAP FICO Consultant,SAP consultant,Junior,1,Citek Technology Joint-Stock Company,Hồ Chí Minh,Negotiable,"SAP Business Intelligence, SAP Accounting, SAP ERP, ERP Dynamic, ERP System",Vietnamworks
Chuyên Viên Kỹ Thuật,data scientist,Any Level,N/A,Công Ty TNHH Thiết Bị Viễn Thông ANSV,"Hà Nội, Hồ Chí Minh",$1750.00,"Công Nghệ Thông Tin, Điện Tử Viễn Thông, Quản Trị Mạng, Triển Khai Dự Án, Hỗ Trợ Kỹ Thuật",Vietnamworks
Product Solutions Manager,data analyst,Intermediate,3,Prudential Vietnam Assurance,Hồ Chí Minh,Negotiable,"Communication Skills, Customer Centric, Data Analytics, Product Development, Project Management",Vietnamworks
Data Processing Intern,data scientist,Intern/Entry-level,N/A,Fiingroup,Hồ Chí Minh,Negotiable,"Data Entry, Data Processing",Vietnamworks
iOS App Developer,mobile developer,Senior,5,Cathay United Bank,Taiwan,Negotiable,"Agile Development, CI/CD, Clean Architecture, MVVM Architecture, RESTful API",Vietnamworks
IT System & Network Administrator,network administrator,Any Level,N/A,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$600.00-1000.00,"IT System Administration, IT Hardware, Technical Support, Tiếng Nhật Trung Cấp, Quản Trị Mạng Lan",Vietnamworks
Product Owner - Generative AI for Enterprise Customer Operations,product manager,Senior,5,Trusting Social,Hồ Chí Minh,$2000.00-3000.00,"product owner, Product Development, business analyst, Product Management",Vietnamworks
Incubation Lead,data scientist,Lead/Expert,5,Công Ty TNHH Onpoint,Hồ Chí Minh,Negotiable,"Innovation Management, Product Development, Technology, Market Research, Startup Development",Vietnamworks
Senior PHP Developer (React),software developer,Senior,N/A,Arctx Solution LLC,Hồ Chí Minh,Negotiable,"React Js, PHP, communication, Goal Oriented, Time Management",Vietnamworks
Nhân Viên Quản Trị Mạng – Netwok Staff,network engineer,Junior,1,Global Data Service Joint Stock Company (Gds),Hà nội,$591.84,"Firewall, IT System Administration, CCNA, Networking, Cấu Hình Router",Vietnamworks
IT Manager,IT professional,Senior,5,Maybank Vietnam,Hồ Chí Minh,Negotiable,"Banking Operation, Banking System, Customer Service, IT Management, IT Security",Vietnamworks
Chuyên Viên ERP Phân Hệ Tài Chính Kế Toán,SAP consultant,Any Level,N/A,"TOSY Robotics Manufacturing Co., Ltd",Hà Nội,Negotiable,"Power BI, Công nghệ thông tin, ERP, Kế toán, SAP",Vietnamworks
Chuyên Viên Quản Lý Hồ Sơ Dự Án - K.CNTT,data scientist,Junior,2,Ngân Hàng TMCP Đại Chúng Việt Nam,Hà Nội,$1000.00-1500.00,"Quản Trị Dữ Liệu Ngân Hàng, Hồ Sơ Dự Án, Công Nghệ Thông Tin, Lưu Trữ Hồ Sơ, Tổng Hợp Tài Liệu",Vietnamworks
Experienced Salesforce Developer - French,software developer,Intermediate,4,Capgemini Vietnam,Hồ Chí Minh,Negotiable,"Salesforce, Apex development, Cloud, French, Salesforce Development",Vietnamworks
3 Web Developer .NET Or App Mobile,mobile developer,Junior,1,Thư Viện Pháp Luật,Hồ Chí Minh,$800.00-1500.00,"Lập Trình, .NET Core 2.0, AngularJS, Bất động sản, Tuyển Dụng",Vietnamworks
Solution / Technical Architect ( ReactJS or Flutter ),IT professional,Senior,5,GTV Vietnam,Hồ Chí Minh,Negotiable,"Solution Architecture, Mobile Application Development, React Js, Flutter, Front End",Vietnamworks
Digital Workflow Solutions Business Analyst,business analyst,Junior,1,Crown Worldwide,Hồ Chí Minh,Negotiable,"Recording System, Workflow Management, Digital Solution, Process Improvement, Business analysis",Vietnamworks
Chuyên Viên Kiểm Thử,QA engineer,Junior,1,Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,Hà Nội,Negotiable,"ISTQB, Kiểm Thử, SDLC, Tài chính Ngân hàng, Testing",Vietnamworks
IT Assistant Manager (SAP FICO),IT professional,Junior,2,Công Ty TNHH Sơn TOA Việt Nam,Bình Dương,Negotiable,"Anh Văn Giao Tiếp, SAP FICO, IT Phần Mềm",Vietnamworks
Chuyên Viên Quản Lý Hiệu Suất (KPI) - Tiếng Trung,data analyst,Junior,1,Công Ty TNHH Best Logistics Technology (Việt Nam),Hồ Chí Minh,$800.00-1500.00,"KPI Management, Data Analysis, Business analysis, Power BI, Data Studio",Vietnamworks
Web Designer Full Stack - Vietnam,full stack developer,Junior,2,Audexaus,Hồ Chí Minh,$1000.00-2000.00,"CSS, HTML, JavaScript, Problem-solving, Version Control",Vietnamworks
Chuyên Viên/ Chuyên Gia Tư Vấn Chuyển Đổi Số (DX Consultant),backend developer,Intermediate,3,Công Ty TNHH Tổng Công Ty Công Nghệ & Giải Pháp CMC (CMC TS),Hà Nội,$61.22-122.45,"Chuyển đổi số, ITIL Foundation, Agile, Chuyển đổi số, Chuyển đổi số, Chuyển đổi số, Chuyển đổi số, Digital transformation, Scrum Master",Vietnamworks
Technical Leader for Japan Market,tech lead,Lead/Expert,N/A,"ISV Vietnam Co.,ltd",Hồ Chí Minh,Negotiable,"Java, C#, Japanese N4, SQL, .NET",Vietnamworks
UX Designer,UX/UI designer,Junior,2,Navigos Search,"Hà nội, Hồ Chí Minh",$1500.00-2000.00,"UX Design, Design systems, Agile Leadership, Figma, Communication",Vietnamworks
Trợ Lý Chủ Tịch HĐQT Phụ Trách Đối Ngoại và Nghiên Cứu Chiến Lược Đầu Tư,data scientist,Senior,5,Công Ty Cổ Phần Unik Holdings,Hà Nội,Negotiable,"CFA, Tài Chính, Đầu Tư, Thẩm Định Giá, Huy Động Vốn",Vietnamworks
Technical Support Engineer (Dynamics 365 Products),IT support,Any Level,N/A,Itechwx Company Limited,Hồ Chí Minh,$897.96-1142.86,"English, IT Support, Helpdesk, Technical Support Engineering, Customer Support",Vietnamworks
Chuyên Gia Trải Nghiệm Người Dùng (UX),UX/UI designer,Intermediate,3,Công Ty Cổ Phần Chứng Khoán SSI,Hà Nội,Negotiable,"UX, Prototypes, UI - UX, Sketch, Phân tích dữ liệu",Vietnamworks
DevOps,DevOps engineer,Junior,1,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,Negotiable,"Docker, Docker, Docker, Gitflow, Kubernetes, Pipeline Development, Quản Trị Hệ Thống",Vietnamworks
Mobile App Developer,mobile developer,Intermediate,3,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Negotiable,"Mobile Apps Design, Computer Science",Vietnamworks
"Database Admin (Oracle, Linux) (Senior Level)",database administrator,Senior,2,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,Hồ Chí Minh,$800.00-2500.00,"Data Management, DBA, Linux OS, Oracle Database, Teamwork",Vietnamworks
Associate Art Producer (Chinese & English speaking),data scientist,Junior,2,Sparx* - A Virtuos Company,Hồ Chí Minh,Negotiable,"Chinese proficiency, Communication Skills, English, Production Management, Project Management",Vietnamworks
Navigation Engineer,software engineer,Any Level,N/A,Navigos Search,Hồ Chí Minh,Negotiable,"Radar, English, Navigation System",Vietnamworks
Senior Back-end Developer,backend developer,Senior,5,Sucafina Vietnam Company Limited,Hồ Chí Minh,Negotiable,"Fluent English, Mysql, Ruby On Rails",Vietnamworks
Senior Presales (Robotic Process Automation),data scientist,Senior,2,FPT IS,Hà Nội,$2000.00,"Presales Technical, RPA, Sales Solution, Sales Experience In IT",Vietnamworks
Senior Business Analyst,business analyst,Senior,5,Discova (Formerly Known As Buffalo Tours),Hồ Chí Minh,$1632.65-1897.96,"Business Process Management, Communication Skills, English, Microsoft Dynamics 365, Project Management",Vietnamworks
Kỹ Sư Quản Trị/ Vận Hành Hệ Thống Mạng,frontend developer,Intermediate,3,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",Hà Nội,$1088.44-1224.49,"Wireless, LAN, Vận Hành Hệ Thống, Bảo Mật Hệ Thống, Network",Vietnamworks
IT Operational Risk Senior Manager,IT professional,Senior,8,Prudential Vietnam Assurance,Hồ Chí Minh,Negotiable,"Communication, Cybersecurity, Data Analytics, IT Risk Management, Project Management",Vietnamworks
Front-End Web Developer (Angular/Typescript),frontend developer,Intermediate,3,,N/A,$1400.00-2400.00,"Angular, Typescript, NgRx, Tailwind CSS, Communication Skills",Vietnamworks
Product Manager (Bankhub Jetpay)),product manager,Junior,2,MISA Jointstock Company,Hà Nội,$1500.00-2000.00,"Kinh Doanh, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Phân Tích Thị Trường, Quản Lý Dự Án, Quản Lý Sản Phẩm",Vietnamworks
Mid-Level Implementation Project Manager,project manager,Intermediate,5,Công Ty Cổ Phần Laidon Việt Nam,Hồ Chí Minh,Negotiable,"ERP Implementation, Project Management, Analytical Skills, Communication Skills, Leadership",Vietnamworks
[JP - 45 ] Kỹ Sư Phát Triển Phần Mềm Nhúng Thiết Bị Kiểm Tra,embedded systems engineer,Junior,2,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$2600.00,"AI, Lập Trình C++, Lập Trình Nhúng, Ngôn Ngữ Lập Trình C",Vietnamworks
Chuyên Viên Phân Tích Nghiệp Vụ (Bussiness Analyst) - Thu Nhập Từ 18Tr/ Tháng Trở Lên,data scientist,Junior,1,Công Ty Cổ Phần Thương Mại Và Đầu Tư Gia Vũ,Hà Nội,$734.69,"ERP, Figma, Phân Tích Nghiệp Vụ, Thiết Kế UI-UX, Tin Học Văn Phòng",Vietnamworks
Angular Expert,frontend developer,Lead/Expert,5,Navigos Search's Client,Hà nội,$3000.00-3500.00,"Angular, Angular, Angular, CSS, HTML, JavaScript, Typescript",Vietnamworks
Business Analyst (Domain Banking),business analyst,Intermediate,4,"Galaxy Digital Holdings Co., Ltd (GH)",Hồ Chí Minh,Negotiable,"Business Analysis, Data Architecture, Document Writing, Effective Communication",Vietnamworks
Business Analyst (BA),business analyst,Junior,2,Công Ty Cổ Phần Chứng Khoán KIS Việt Nam,Hồ Chí Minh,Negotiable,"Business Analysis, Fashion Trend, Figma, Microsoft Visio, MS Office",Vietnamworks
UI/UX Designer,UX/UI designer,Junior,2,Công Ty TNHH ActsOne Việt Nam,Hồ Chí Minh,Negotiable,"UX Design, Figma, Adobe Photoshop, Adobe Illustrator, UI Design",Vietnamworks
QA Engineer (All Saturdays and Sundays Off),QA engineer,Any Level,N/A,Mektec Manufacturing Corporation (Vietnam) Ltd.,Hưng yên,$500.00-800.00,"QA, QC, Kỹ Thuật, TOEIC",Vietnamworks
IT Engineer,software engineer,Intermediate,4,"Boyd Vietnam Company Limited.,",Hồ Chí Minh,Negotiable,"Technical Support, Network Management, Software Installation, Hardware, Software Technology",Vietnamworks
Software Support Engineer – Microsoft CRM & ERP,software engineer,Any Level,N/A,"Tek Experts Co., Ltd",Hồ Chí Minh,Negotiable,"CRM Platform, ERP Support, Technical Support, Dynamics 365, CRM Program",Vietnamworks
Nhân Viên C/s Set Up - Không Yêu Cầu Kinh Nghiệm,data scientist,Junior,1,CÔNG TY TRÁCH NHIỆM HỮU HẠN TOP ENGINEERING VINA,Hồ Chí Minh,Negotiable,"Cơ Khí, Tự Động Hóa, Điện Tử, Lắp Ráp Cơ Khí, Sửa Chữa Cơ Khí",Vietnamworks
Chuyên Viên Cao Cấp An Ninh Thông Tin- Đảm Bảo An Ninh (Information Security - Assurance),IT professional,Intermediate,3,Công Ty Cổ Phần Chứng Khoán SSI,Hà Nội,Negotiable,"An Ninh Thông Tin, OWASP, Kiểm Thử Bảo Mật, Information security, Giải Pháp Bảo Mật",Vietnamworks
Chuyên Viên Cao Cấp Đổi Mới Số Phân Tích Nghiệp Vụ - Khối Công Nghệ Thông Tin,backend developer,Intermediate,3,Ngân Hàng TMCP Tiên Phong (Tpbank),Hồ Chí Minh,$1000.00-2000.00,"Phân Tích Nghiệp Vụ, Digital transformation, Tiếng Anh, Phân Tích Dự Án, Đề Xuất Ý Tưởng",Vietnamworks
Web Developer/ Phát Triển Website ( Mảng Giáo Dục),software developer,Junior,2,CÔNG TY TNHH GIÁO DỤC EMPIRE,Hồ Chí Minh,Negotiable,"Backend, Giáo dục, HTML, JavaScript",Vietnamworks
Senior FE Developer,software developer,Senior,4,Công ty cổ phần Pivot Vietnam,Hồ Chí Minh,Negotiable,"ReactJS, Typescript, HTML, Front-End, 5G Ecosystem",Vietnamworks
Data Scientist Expert - Hà Nội - Ta133,data scientist,Lead/Expert,5,VPBank - Https://tuyendung.vpbank.com.vn/,Hà Nội,Negotiable,"Data Analysis, English, Cloud, Data Science, Statistical Software",Vietnamworks
HN / HCM _Fresher IT Comtor (Japanese N2)_V000009,IT professional,Intern/Entry-level,N/A,Công Ty TNHH ZIGExN VeNtura,Hồ Chí Minh,Negotiable,"English, Japanese",Vietnamworks
Digital Health Solution Consultant - Core Diagnostics,IT professional,Intermediate,3,Abbott,Hồ Chí Minh,Negotiable,"Clinical Laboratory, English fluency, Medical Device, Software Engineering",Vietnamworks
[ HO ] Artificial Intelligence (AI) - Digital Innovation Center,IT professional,Junior,2,Shinhan Bank Vietnam,Hồ Chí Minh,Negotiable,"Data-Driven, General Communication English, Statistical Analysis, Ai Algorithm Development, Sql Knowledge",Vietnamworks
[Canon Quế Võ]_Tuyển Dụng Nhân Viên IT,IT professional,Any Level,N/A,Công Ty TNHH Canon Việt Nam,Hà Nội,Negotiable,"Điện, Cơ Khí, Tự Động Hóa, Tiếng Anh",Vietnamworks
Security Engineer,security engineer,Junior,1,Công Ty Cổ Phần Tập Đoàn Golden Gate,Hà Nội,Negotiable,"An Ninh Mạng, Firewall, Endpoint Security, IPS, Cloud Security",Vietnamworks
Ecommerce Conversion Rate Optimization Manager,data analyst,Intermediate,3,Maison Retail Management International,Hồ Chí Minh,Negotiable,"Data Analysis, A/B Testing, Ecommerce Platforms, Google Analytics, User Research",Vietnamworks
Chuyên Viên IT Hạ Tầng,IT professional,Junior,1,Công Ty Cổ Phần Tập Đoàn Thái Bình Dương,Hà Nội,$408.16-612.24,"CCNA, Cisco, Cisco, Hệ điều hành Linux, Network, Quản Trị Mạng",Vietnamworks
Chuyên Viên Vận Hành ERP – Phân Hệ Báo Cáo Quản Trị (Pbi),SAP consultant,Intermediate,3,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",Hà Nội,$1190.48-1700.68,"VAS, Tài Chính Kế Toán, Kế toán quản trị, Triển Khai Hệ Thống, SAP BW/4HANA",Vietnamworks
Chuyên Viên Kiểm Toán Công Nghệ Thông Tin,embedded systems engineer,Intermediate,4,Ngân hàng Lộc Phát Việt Nam LPBank,Hà nội,Negotiable,"Kế Toán, Ngân hàng, Phân Tích Dữ Liệu, Quản Lý",Vietnamworks
Business Analyst for E-commerce project,business analyst,Intermediate,3,Navigos Search's Client,Hà nội,$1020.41-1632.65,"Business Analysis, Communication, Documentation, Documentation, Documentation, Requirement Analysis, Stakeholder Management",Vietnamworks
Security Executive,IT professional,Intermediate,3,BAT Vietnam,N/A,Negotiable,"Crisis Management, English Fluency, Security Management, Stakeholder Management, Law Enforcement Experience",Vietnamworks
Customer Service Specialist,data analyst,Junior,1,TREND NETWORK TECHNOLOGY SDN BHD,N/A,$500.00-1500.00,"Customer Excellence, Customer needs assessment, Customer Solution, English fluency, Overseas Trading",Vietnamworks
HO - Data Engineer (ETL Specialist),data engineer,Junior,2,Ngân Hàng TMCP Á Châu (ACB),Hồ Chí Minh,Negotiable,"Oracle, SQL, ETL, Data Warehouse Systems, Data Engineer",Vietnamworks
Kỹ Sư Phát Triển Ứng Dụng (Application Developer),software developer,Junior,1,Công Ty TNHH Công Nghệ Niềm Tin - Truetechnology,Hà Nội,Negotiable,"C#, Python, JavaScript, Vue.js",Vietnamworks
Chuyên Viên Hỗ Trợ Nghiệp Vụ SAP (Master Data),SAP consultant,Any Level,N/A,Công Ty Cổ Phần Dược Phẩm Vĩnh Phúc,Hồ Chí Minh,Negotiable,"Excel, Hỗ Trợ Tín Dụng, SAP, VBA Excel, VBA Excel, Công nghệ thông tin",Vietnamworks
Kỹ Sư IT,IT professional,Any Level,N/A,Công Ty TNHH Liteon Việt Nam,Hải Phòng,$1000.00,"IT Infrastructure Management, IT Helpdesk, Information Technology, Oracle, SQL Server",Vietnamworks
QA Engineer,QA engineer,Junior,2,Cathay United Bank,Taiwan,Negotiable,"Automation Testing, Manual Testing, Test Case Extraction, Testing iOS, Unit Testing",Vietnamworks
Tester - Khối Dữ Liệu (Ho24.295),QA engineer,Junior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà nội,Negotiable,"Bug Tracking, Công Nghệ Thông Tin, SQL, Test Cases, Test Planning",Vietnamworks
Java Backend Developer,backend developer,Senior,5,Cathay United Bank,Taiwan,Negotiable,"Agile Scrum, AWS Cloud services, Java Programming, Java Programming, RESTful API Design, Spring Boot Framework, Spring Boot Framework",Vietnamworks
IT Infrastructure Network & Security Executive,IT professional,Junior,2,Công Ty TNHH Aeon Việt Nam,Hồ Chí Minh,Negotiable,"ITIL Security Management, Security System Management, Bảo Mật Thông Tin, Cybersecurity Awareness, Cyber Security",Vietnamworks
Solution Architect (Good French),solutions architect,Any Level,N/A,FPT Software,"Hồ Chí Minh, Hà Nội, Đà Nẵng",Negotiable,"French, Solution Architecture, Computer Science, Java, AWS",Vietnamworks
"Associate, IT/ IS",IT professional,Junior,2,NAB Innovation Centre Vietnam,Hồ Chí Minh,Negotiable,"IT Helpdesk, Infrastructure Security, LAN, Windows Operating Systems, Mac",Vietnamworks
Application Support Specialist,system administrator,Junior,2,MiTek Việt Nam,Hồ Chí Minh,Negotiable,"Technical Support, Network Administration, Application Support, VMware",Vietnamworks
Senior Data Analyst (Experienced in Finance),data analyst,Senior,N/A,Fiingroup,Hồ Chí Minh,$800.00-1500.00,"Python, Data Analysis, Business Intelligence, SQL, Data Monitoring",Vietnamworks
UI/UX Designer,UX/UI designer,Intermediate,3,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ THÔNG MINH SMART TECH,N/A,$800.00-1600.00,"Axure RP, Prototype, UI - UX, Design",Vietnamworks
Pentest (Open for Fresher),data scientist,Intern/Entry-level,N/A,Tổng Công Ty Bưu Điện Việt Nam - Vnpost,Hà Nội,$20.41-44.90,"NIST, OWASP, Nmap, Wireshark, Metasploit",Vietnamworks
Nhân Viên Quản Trị Hệ Thống và Hỗ Trợ Người Dùng,system administrator,Intermediate,3,Công Ty Cổ Phần Địa Ốc Phú Long,Hồ Chí Minh,Negotiable,"Hệ Thống Quản Trị Mạng, CCNA, Công nghệ thông tin, System Administration",Vietnamworks
QA Tester (Korean Speaking),QA engineer,Any Level,N/A,Snow Việt Nam,Hồ Chí Minh,$560.00,"QA, Test Cases, Software Testing, Korean Language, Quality Control",Vietnamworks
