Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
PHP Developer,software developer,Senior,4-6,Công ty TNHH TMDV Sports Turf Solutions,Hồ Chí Minh,$816.33-1020.41,"Python, JavaScript, HTML, CSS, PHP, AWS, Laravel, MySQL, Restful API, GitHub, Bitbucket, WordPress, ERP",Careerviet
Sales B2B - Software,IT professional,Intermediate,3,CÔNG TY TNHH TƯ VẤN GIẢI PHÁP DOANH NGHIỆP TPC,Hồ Chí Minh,$1632.65,,Careerviet
Head of Engineering,software engineer,Senior,7-10,Indo Trans Logistics,Hồ Chí Minh,Negotiable,".NET, Docker, Kubernetes, AWS, Azure, GCP, ElasticSearch, Jenkins, CI/CD, Terraform, Ansible, AI, Agile, Load Balancing, Microservices",Careerviet
Product Manager(Mới),product manager,Intermediate,3-5,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,Hồ Chí Minh,$1224.49-2040.82,,Careerviet
Product Manager,product manager,Any Level,N/A,CareerViet,Hồ Chí Minh,Negotiable,,Careerviet
Senior Business Analyst Technical,business analyst,Senior,3,Công ty Cổ phần Sữa VitaDairy Việt Nam,Hồ Chí Minh,Negotiable,,Careerviet
Data Analyst(Mới),data analyst,Intermediate,2-5,CÔNG TY TNHH GIAO NHẬN THƯƠNG MẠI RỒNG Á CHÂU,Hồ Chí Minh,Negotiable,"Python, Power BI, Qlik, Excel, MS Excel",Careerviet
C&B Senior- Chuyên viên tiền lương & phúc lợi(Mới),N/A,Senior,2-10,Red Star Technology Company,Hồ Chí Minh,$612.24-1632.65,,Careerviet
Power Platform Developer(Mới),software developer,Intermediate,2-5,Công Ty TNHH Thương Mại Dịch Vụ  Giao Nhận Vận Tải Long Phú,Hồ Chí Minh,Negotiable,Azure,Careerviet
Software Engineer(Mới),software engineer,Any Level,N/A,Công ty TNHH Greystone Data Systems Việt Nam,Hồ Chí Minh,$408.16-1020.41,"Python, Linux",Careerviet
"IT Application Analyst (SHTP - District 9, HCMC)(Mới)",IT professional,Any Level,N/A,Techtronic Industries Vietnam Manufacturing Company Limited,Hồ Chí Minh,Negotiable,,Careerviet
Senior Backend Engineer(Mới),backend developer,Senior,3-10,Medigo Software,Hồ Chí Minh,$1000.00-1500.00,"SQL, NodeJS, AWS, TypeScript",Careerviet
Application Developer,software developer,Senior,5,Masan Consumer,Hồ Chí Minh,Negotiable,"SQL, JavaScript, HTML, CSS, React, Android, iOS",Careerviet
Kỹ sư hệ thống (System Owner)(Mới),data scientist,Junior,1,Công ty TNHH Viettel - CHT,Hà NộiHồ Chí Minh,Negotiable,"Python, Docker, Kubernetes, Linux, Bash, TensorFlow, Keras, PyTorch, Machine Learning, Deep Learning, AI, VMware",Careerviet
System Engineer,systems engineer,Intermediate,2-5,CÔNG TY TNHH SKYLAB INNOGRAM VIỆT NAM,Hồ Chí Minh,Negotiable,"Python, Kubernetes, AWS, Azure, MySQL, ElasticSearch, Terraform, Ansible, Linux, Bash, Agile, VMware, Kafka, Nginx",Careerviet
DevOps Engineer,DevOps engineer,Any Level,N/A,CÔNG TY TNHH SKYLAB INNOGRAM VIỆT NAM,Hồ Chí Minh,Negotiable,"Python, Docker, Kubernetes, AWS, Azure, Jenkins, Git, CI/CD, Ansible, Linux, JIRA, TCP/IP, Load Balancing",Careerviet
"FrontEnd Developer (ReactJS, VueJS, HTML)",frontend developer,Junior,2-3,Công ty TNHH Nasys,Hồ Chí Minh,$408.16-653.06,"JavaScript, HTML, HTML5, CSS, CSS3, AJAX, Tailwind CSS, PHP, Angular, TypeScript, Bootstrap, Sass, Laravel, UI/UX",Careerviet
Product Owner,product manager,Any Level,N/A,CareerViet,Hồ Chí Minh,Negotiable,,Careerviet
Backend Developer (Java),backend developer,Any Level,N/A,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Negotiable,,Careerviet
Senior Product Owner,product manager,Senior,3-6,UrBox - Công ty Cổ phần Tiếp Thị Số Tô Quà,Hồ Chí Minh,Negotiable,Figma,Careerviet
Product Business Analysis (Edutech),IT professional,Junior,1-2,OMN1 Solution,Hồ Chí Minh,Negotiable,Agile,Careerviet
Chuyên Viên Vận Hành Hệ Thống - Tài Chính & Chi Phí (ITBP Finance & Costing Specialist),IT professional,Any Level,N/A,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,Hồ Chí Minh,Negotiable,,Careerviet
DevOps & Security Manager,DevOps engineer,Senior,5-9,DatVietVAC Group Holdings,Hồ Chí Minh,Negotiable,"Python, Docker, Kubernetes, AWS, Azure, Git, CI/CD, Terraform, Ansible, Chef, Puppet, Linux, Unix, Agile, Scrum, Kanban, VMware, TCP/IP, Firewall",Careerviet
SAP FICO CONSULTANT,SAP consultant,Junior,2,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Hồ Chí MinhHà Nội,Negotiable,"SAP, ERP",Careerviet
Chuyên viên ERP - Chuyển Đổi Số,data scientist,Junior,2-3,Công Ty Cổ Phần Xây Dựng Phước Thành,Hồ Chí Minh,$816.33-1020.41,"Big Data, Machine Learning, AI, ERP, Business Intelligence",Careerviet
DMS System Admin,system administrator,Junior,1-3,CÔNG TY TNHH GLOBAL COMMERCIAL PARTNER,Hồ Chí Minh,$448.98-571.43,"Tableau, Power BI, Excel",Careerviet
Senior Business Analyst,business analyst,Senior,3-8,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,$800.00-1000.00,"Data analysis, Analysis, JIRA, Confluence, Agile",Careerviet
Fullstack Engineer (senior level)(Mới),full stack developer,Senior,5,Diag,Hồ Chí Minh,$2448.98-3265.31,"SQL, JavaScript, HTML, CSS, PHP, Laravel, PostgreSQL, MySQL, Git, CI/CD, Kafka, Apache",Careerviet
Chuyên Viên IT Phần Mềm(Mới),IT professional,Junior,1-3,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,$612.24-1020.41,"SQL, CSS, React, .NET, Angular, Bootstrap, UI/UX, Swift",Careerviet
Senior Solution Consultant(Mới),DevOps engineer,Senior,3-5,HR Vietnam’s ESS Client,Hồ Chí Minh,$1632.65-2040.82,AWS,Careerviet
Software Detailed Design Engineer - Business Analyst (Sign-on Bonus)(Mới),business analyst,Intermediate,3-5,Công Ty TNHH Lampart,Hồ Chí Minh,Negotiable,"Java, SQL, PHP, Agile",Careerviet
Business Analyst(Mới),business analyst,Senior,4-7,Công ty TNHH TMDV Sports Turf Solutions,Hồ Chí Minh,$734.69-1020.41,"Power BI, Excel, Data analysis, Analysis",Careerviet
System Engineer (Kỹ sư triển khai hệ thống),systems engineer,Junior,2,Công ty Cổ phần Công nghệ - Viễn thông Elcom,Hồ Chí Minh,Negotiable,"Linux, VMware",Careerviet
Senior Data Analyst,data analyst,Senior,4-5,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Negotiable,,Careerviet
Junior M365 Engineer,software engineer,Junior,1,SPS Vietnam,Hồ Chí Minh,Negotiable,"Azure, AI",Careerviet
[H4] CHUYÊN VIÊN QUẢN TRỊ HỆ THỐNG MẠNG - THU NHẬP 12 - 14TR,system administrator,Junior,1-2,BellSystem24-Việt Nam,Hồ Chí Minh,$489.80-571.43,"AWS, Linux, VMware, TCP/IP",Careerviet
Electronics Technical Support Team Leader (Automotive),tech lead,Lead/Expert,4-10,CÔNG TY TNHH CARTRACK VIETNAM,Hồ Chí Minh,Negotiable,,Careerviet
Head of Data Architecture & Governance Department,IT professional,Lead/Expert,10-15,FE CREDIT,Hồ Chí Minh,Negotiable,"SQL, Analysis, JIRA",Careerviet
Senior Java Developer,software developer,Senior,4-5,HR Vietnam’s ESS Client,Hồ Chí Minh,Negotiable,"Java, Docker, AWS, Spring, Redis, Ansible, Agile, Kafka",Careerviet
QC/ Tester (Kinh nghiệm Manual lẫn Auto),QA engineer,Intermediate,2-4,CÔNG TY TNHH CÔNG NGHỆ THỂ THAO OOKK,Hồ Chí Minh,Negotiable,"SQL, Docker, CI/CD",Careerviet
ERP/ SAP Application Support Supervisor (Business Information Services),SAP consultant,Intermediate,2-5,Zuellig Pharma Viet Nam,Hồ Chí Minh,Negotiable,"SAP, ERP",Careerviet
Senior Data Analyst,data analyst,Senior,3,CÔNG TY TNHH ANTSOMI VIỆT NAM,Hồ Chí Minh,$734.69-897.96,"Python, SQL, Power BI, Data analysis, Data science, Statistics, Analysis, Machine Learning",Careerviet
Senior Java Developer - Hanoi/HoChiMinh - TA160,software developer,Senior,3-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà NộiHồ Chí Minh,Negotiable,"Java, SQL, Kubernetes, Angular, Spring, SOAP, Git, JIRA",Careerviet
Chuyên Viên Vận Hành POS - HCM - TA083,N/A,Junior,1-2,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Negotiable,,Careerviet
Technical Architect,IT professional,Any Level,N/A,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Negotiable,,Careerviet
Business Development Executive,N/A,Junior,1-2,Vietmap - Công ty Cổ phần Ứng Dụng Bản Đồ Việt,Hà NộiHồ Chí Minh,$489.80-1020.41,,Careerviet
PRESALES ENGINEER,software engineer,Junior,2,CÔNG TY CP THƯƠNG MẠI - DỊCH VỤ SAO NAM AN,Hồ Chí Minh,$530.61-816.33,,Careerviet
Hybrid Mobile Engineer,mobile developer,Lead/Expert,5-20,Adnovum Vietnam,Hồ Chí Minh,Negotiable,"Java, JavaScript, HTML, CSS, Spring, Android, Cordova",Careerviet
[C15] Gò Vấp - Tổng Đài Viên Cho Mạng Vinaphone Không Yêu Cầu Kinh Nghiệm,N/A,Any Level,N/A,BellSystem24-Việt Nam,Hồ Chí Minh,$244.90-326.53,,Careerviet
Software Development - Integration Technology (ESB),IT professional,Intermediate,3-6,FE CREDIT,Hồ Chí Minh,$1000.00-1800.00,"SQL, MongoDB, AWS, Git, CI/CD, Linux, Agile",Careerviet
Cộng tác viên Giám sát an ninh thông tin,N/A,Any Level,N/A,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,,Careerviet
Chuyên viên cao cấp Phân tích cảnh báo sớm và Giám sát hệ thống,N/A,Intermediate,3-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,,Careerviet
SAP Master Data Specialist,SAP consultant,Senior,5-10,Công Ty TNHH PMAS,Bình Dương,Negotiable,SAP,Careerviet
Chuyên viên chính Ứng phó sự cố An ninh thông tin (Incident Response),security engineer,Junior,2,Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Hà Nội,Negotiable,"MySQL, Linux, Unix, Networking, TCP/IP, Firewall, Apache, IIS",Careerviet
Văn phòng chuyển đổi_Truởng phòng Quản lý sáng kiến,data analyst,Intermediate,4,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Negotiable,Excel,Careerviet
Chuyên viên cao cấp Quản lý Rủi ro Công nghệ thông tin,N/A,Intermediate,3-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,,Careerviet
Chuyên viên Product designer (UI/UX),UX/UI designer,Junior,1-2,Công ty Cổ phần Masscom Việt Nam,Hà Nội,$489.80-612.24,,Careerviet
Cộng tác viên Giám sát an ninh thông tin,N/A,Any Level,N/A,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,,Careerviet
DevOps & Security Manager,DevOps engineer,Senior,5-9,DatVietVAC Group Holdings,Hồ Chí Minh,Negotiable,"Python, Docker, Kubernetes, AWS, Azure, Git, CI/CD, Terraform, Ansible, Chef, Puppet, Linux, Unix, Agile, Scrum, Kanban, VMware, TCP/IP, Firewall",Careerviet
SAP FICO CONSULTANT,SAP consultant,Junior,2,CÔNG TY CỔ PHẦN CÔNG NGHỆ CITEK,Hồ Chí MinhHà Nội,Negotiable,"SAP, ERP",Careerviet
Chuyên viên chính/cao cấp phân tích dữ liệu nâng cao (Advanced Analytics),data engineer,Intermediate,2-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,"Python, Docker, Kubernetes, Hadoop, Spark, Kafka",Careerviet
Chuyên viên trực giám sát an ninh thông tin,N/A,Junior,1-2,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,,Careerviet
Chuyên viên cao cấp Giám sát An ninh (SOC 2),system administrator,Intermediate,3-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,Linux,Careerviet
"Lập Trình Viên Java (Einvoice, Econtract, CA)",backend developer,Junior,2-3,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Hà Nội,$612.24-1428.57,"Python, Java, MongoDB, Docker, PostgreSQL, MySQL, Redis, ElasticSearch, Restful API, Linux, TCP/IP, Kafka, RabbitMQ, Nginx",Careerviet
Kỹ Sư Triển Khai Kỹ Thuật (HAN),frontend developer,Any Level,N/A,Bảo mật,Hà Nội,$571.43-979.59,"Java, SQL, JavaScript, HTML, CSS",Careerviet
SAP FICO Specialist,SAP consultant,Junior,2,Wipro Consumer Care Vietnam,Bình Dương,Negotiable,SAP,Careerviet
Chuyên Gia Hoạch Định Dữ Liệu,N/A,Senior,5,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Hà Nội,Negotiable,,Careerviet
Chuyên viên Quản trị dữ liệu - Khối Tài chính,data engineer,Junior,1-3,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,"SQL, Power BI, MySQL, Spark, ETL, Pentaho",Careerviet
Cộng tác viên Giám sát an ninh thông tin,N/A,Any Level,N/A,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,,Careerviet
Nhân viên kiểm thử,N/A,Junior,1-3,Công Ty TNHH Phần Mềm DTS Việt Nam,Hà Nội,$489.80-1020.41,,Careerviet
Chuyên viên ERP - Chuyển Đổi Số,data scientist,Junior,2-3,Công Ty Cổ Phần Xây Dựng Phước Thành,Hồ Chí Minh,$816.33-1020.41,"Big Data, Machine Learning, AI, ERP, Business Intelligence",Careerviet
DMS System Admin,system administrator,Junior,1-3,CÔNG TY TNHH GLOBAL COMMERCIAL PARTNER,Hồ Chí Minh,$448.98-571.43,"Tableau, Power BI, Excel",Careerviet
Trưởng nhóm Công nghệ thông tin (Web/App),N/A,Any Level,N/A,VinWonders,Hà Nội,$1224.49-2040.82,,Careerviet
Trưởng Phòng phát triển CRM,N/A,Any Level,N/A,CÔNG TY TNHH FDI FINANCE,Hà Nội,$816.33-1428.57,,Careerviet
Chuyên viên Phát triển ứng dụng Công nghệ thông tin,N/A,Junior,2,OCEAN BANK - NGÂN HÀNG THƯƠNG MẠI TNHH MTV ĐẠI DƯƠNG,Hà Nội,Negotiable,,Careerviet
Business Analyst,business analyst,Senior,3-7,Công Ty Cổ Phần Metub Việt Nam,Hà Nội,Negotiable,"JIRA, Confluence, Agile",Careerviet
Solution Architect - Hybrid working,solutions architect,Intermediate,3-5,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI  (SHBFinance),Hà Nội,Negotiable,"Python, Java, React, NodeJS, AWS, Azure, Angular, CI/CD, Agile, Scrum, Android, iOS, Flutter",Careerviet
Senior Business Analyst,business analyst,Senior,3-8,CÔNG TY TNHH CÔNG NGHỆ B2B,Hồ Chí Minh,$800.00-1000.00,"Data analysis, Analysis, JIRA, Confluence, Agile",Careerviet
Senior Business Intelligence Analyst - Corporate Banking - Hà Nội,business intelligence analyst,Senior,4-6,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"SQL, Excel, R",Careerviet
[CVP] Chuyên gia Phân tích dữ liệu,data analyst,Senior,5-7,Công Ty Tài Chính TNHH MB SHINSEI (MCREDIT),Hà Nội,Negotiable,"Python, SQL, Tableau, Power BI, Excel",Careerviet
Chuyên Viên Quản Lý Chương Trình,N/A,Intermediate,3,CÔNG TY CỔ PHẦN TẬP ĐOÀN HÒA PHÁT,Hà Nội,Negotiable,,Careerviet
Fullstack Engineer (senior level)(Mới),full stack developer,Senior,5,Diag,Hồ Chí Minh,$2448.98-3265.31,"SQL, JavaScript, HTML, CSS, PHP, Laravel, PostgreSQL, MySQL, Git, CI/CD, Kafka, Apache",Careerviet
[Rey Hotel Hà Nội] -  Trưởng Nhóm Quản Trị Hệ Thống CNTT(Mới),N/A,Junior,2-3,Công Ty Cổ Phần In Holdings,Hà Nội,$1020.41-1224.49,,Careerviet
Chuyên Viên IT Phần Mềm(Mới),IT professional,Junior,1-3,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,$612.24-1020.41,"SQL, CSS, React, .NET, Angular, Bootstrap, UI/UX, Swift",Careerviet
CHUYÊN VIÊN PHÁT TRIỂN PHẦN MỀM(Mới),backend developer,Senior,5-10,HR Vietnam’s ESS Client,Hà Nội,$1000.00-1200.00,"Python, Java, PHP, MySQL",Careerviet
PLC Maintenance Senior Staff Engineer(Mới),software engineer,Senior,1-3,Công ty TNHH Omron Healthcare Manufacturing Việt Nam,Bình Dương,Negotiable,,Careerviet
Senior Solution Consultant(Mới),DevOps engineer,Senior,3-5,HR Vietnam’s ESS Client,Hồ Chí Minh,$1632.65-2040.82,AWS,Careerviet
Software Detailed Design Engineer - Business Analyst (Sign-on Bonus)(Mới),business analyst,Intermediate,3-5,Công Ty TNHH Lampart,Hồ Chí Minh,Negotiable,"Java, SQL, PHP, Agile",Careerviet
Business Analyst(Mới),business analyst,Senior,4-7,Công ty TNHH TMDV Sports Turf Solutions,Hồ Chí Minh,$734.69-1020.41,"Power BI, Excel, Data analysis, Analysis",Careerviet
NHÂN VIÊN KỸ THUẬT - ĐI CA(Mới),data analyst,Junior,1-3,Action Composites Hightech Industries,Đồng Nai,Negotiable,Excel,Careerviet
KTV VẬN HÀNH MÁY - ĐI CA(Mới),data analyst,Junior,1-3,Action Composites Hightech Industries,Đồng Nai,Negotiable,Excel,Careerviet
IT MANAGER(Mới),IT professional,Senior,5-7,Action Composites Hightech Industries,Đồng Nai,Negotiable,"SQL, Linux, VMware, SAP",Careerviet
Trưởng nhóm Vận hành,N/A,Intermediate,3,CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Negotiable,,Careerviet
Quản trị mạng - Network Engineer,software engineer,Intermediate,2-4,Tổng Công ty Cổ phần Công trình Viettel,Hà Nội,$816.33-1020.41,,Careerviet
System Engineer (Kỹ sư triển khai hệ thống),systems engineer,Junior,2,Công ty Cổ phần Công nghệ - Viễn thông Elcom,Hồ Chí Minh,Negotiable,"Linux, VMware",Careerviet
Senior Data Analyst,data analyst,Senior,4-5,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Hồ Chí Minh,Negotiable,,Careerviet
Junior M365 Engineer,software engineer,Junior,1,SPS Vietnam,Hồ Chí Minh,Negotiable,"Azure, AI",Careerviet
Kỹ sư giải pháp Giao thông thông minh ( Presales ITS),IT professional,Intermediate,3,Công ty Cổ phần Công nghệ - Viễn thông Elcom,Hà Nội,Negotiable,,Careerviet
Network-Security Presale (Tư Vấn Giải Pháp),IT professional,Senior,5,Công ty Cổ phần Công nghệ - Viễn thông Elcom,Hà Nội,Negotiable,,Careerviet
[H4] CHUYÊN VIÊN QUẢN TRỊ HỆ THỐNG MẠNG - THU NHẬP 12 - 14TR,system administrator,Junior,1-2,BellSystem24-Việt Nam,Hồ Chí Minh,$489.80-571.43,"AWS, Linux, VMware, TCP/IP",Careerviet
Chuyên viên Data Architect,IT professional,Junior,2,CÔNG TY TNHH FDI FINANCE,Hà Nội,$1020.41,"Python, Java, SQL, JavaScript, NodeJS, ETL, BigQuery",Careerviet
Electronics Technical Support Team Leader (Automotive),tech lead,Lead/Expert,4-10,CÔNG TY TNHH CARTRACK VIETNAM,Hồ Chí Minh,Negotiable,,Careerviet
Head of Data Architecture & Governance Department,IT professional,Lead/Expert,10-15,FE CREDIT,Hồ Chí Minh,Negotiable,"SQL, Analysis, JIRA",Careerviet
Chuyên viên Kiểm thử Phần mềm (Tester),QA engineer,Junior,1,Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Hà Nội,Negotiable,,Careerviet
Senior Java Developer,software developer,Senior,4-5,HR Vietnam’s ESS Client,Hồ Chí Minh,Negotiable,"Java, Docker, AWS, Spring, Redis, Ansible, Agile, Kafka",Careerviet
QC/ Tester (Kinh nghiệm Manual lẫn Auto),QA engineer,Intermediate,2-4,CÔNG TY TNHH CÔNG NGHỆ THỂ THAO OOKK,Hồ Chí Minh,Negotiable,"SQL, Docker, CI/CD",Careerviet
ERP/ SAP Application Support Supervisor (Business Information Services),SAP consultant,Intermediate,2-5,Zuellig Pharma Viet Nam,Hồ Chí Minh,Negotiable,"SAP, ERP",Careerviet
Senior Data Analyst,data analyst,Senior,3,CÔNG TY TNHH ANTSOMI VIỆT NAM,Hồ Chí Minh,$734.69-897.96,"Python, SQL, Power BI, Data analysis, Data science, Statistics, Analysis, Machine Learning",Careerviet
Hà Nội - Kỹ Sư CNTT (Tích Hợp Hệ Thống),security engineer,Any Level,N/A,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ BẢO DƯỠNG THIẾT BỊ HÀNG KHÔNG,Hà Nội,$408.16,"Linux, Firewall",Careerviet
Nhân viên triển khai phần mềm,N/A,Junior,1-3,CÔNG TY CỔ PHẦN TẬP ĐOÀN IVI,Hà Nội,$612.24,,Careerviet
Chuyên viên Kiểm thử (Tester),QA engineer,Junior,1-3,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,$500.00-1000.00,SQL,Careerviet
Chuyên Viên Phát triển phần mềm IT,IT professional,Junior,1-3,Ngân Hàng Thương Mại Cổ Phần Bảo Việt,Hà Nội,$500.00-1000.00,"Java, SQL, Linux, Unix, Business Intelligence",Careerviet
Chuyên viên Cao cấp Kiểm soát chất lượng (QA) - TA160,backend developer,Senior,3-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"SOAP, Agile",Careerviet
Chuyên viên chính/Chuyên viên cao cấp vận hành mô hình - Trung tâm Quản trị dữ liệu,data engineer,Intermediate,2-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,"Docker, Kubernetes, Jenkins, CI/CD, TensorFlow, Keras, PyTorch, Hadoop, Spark, Airflow, Kafka",Careerviet
Chuyên viên chính/cao cấp phân tích dữ liệu nâng cao (Advanced Analytics),data engineer,Intermediate,2-5,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Negotiable,"Python, Docker, Kubernetes, Hadoop, Spark, Kafka",Careerviet
Senior Java Developer - Hanoi/HoChiMinh - TA160,software developer,Senior,3-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà NộiHồ Chí Minh,Negotiable,"Java, SQL, Kubernetes, Angular, Spring, SOAP, Git, JIRA",Careerviet
Quản Lý Dự Án (Dự án Hệ thống quản lý hồ sơ vật lý) - Hà Nội - TA083,data scientist,Senior,5-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"JIRA, Agile, Scrum",Careerviet
Chuyên Viên Vận Hành POS - HCM - TA083,N/A,Junior,1-2,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Negotiable,,Careerviet
Technical Support - Trực ca,IT support,Junior,1-2,Tổng công ty Bưu điện Việt Nam,Hà Nội,$408.16-1020.41,,Careerviet
"Product Owner (Digital Marketing, AI)",product manager,Senior,3-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"AI, Agile",Careerviet
Technical Architect,IT professional,Any Level,N/A,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Negotiable,,Careerviet
Trưởng phòng công nghệ thông tin,N/A,Senior,5,Công ty TNHH Gia Hòa,Bình Thuận,Negotiable,,Careerviet
Business Development Executive,N/A,Junior,1-2,Vietmap - Công ty Cổ phần Ứng Dụng Bản Đồ Việt,Hà NộiHồ Chí Minh,$489.80-1020.41,,Careerviet
PRESALES ENGINEER,software engineer,Junior,2,CÔNG TY CP THƯƠNG MẠI - DỊCH VỤ SAO NAM AN,Hồ Chí Minh,$530.61-816.33,,Careerviet
Hybrid Mobile Engineer,mobile developer,Lead/Expert,5-20,Adnovum Vietnam,Hồ Chí Minh,Negotiable,"Java, JavaScript, HTML, CSS, Spring, Android, Cordova",Careerviet
Lập trình viên (Fullstack Developer),full stack developer,Junior,2,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,Hà Nội,Negotiable,"Java, Angular, Flutter",Careerviet
HO - Trợ lý Q. Tổng Giám Đốc (YÊU CẦU KINH NGHIỆM NGÂN HÀNG),N/A,Senior,5,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Negotiable,,Careerviet
BUSINESS ANALYST,business analyst,Junior,2,Công ty Cổ phần Mỹ phẩm Quốc tế Thùy Dung,Hà Nội,$653.06-897.96,"Analysis, Agile",Careerviet
[C15] Gò Vấp - Tổng Đài Viên Cho Mạng Vinaphone Không Yêu Cầu Kinh Nghiệm,N/A,Any Level,N/A,BellSystem24-Việt Nam,Hồ Chí Minh,$244.90-326.53,,Careerviet
Trưởng phòng Đào tạo & Phát triển Văn hóa,N/A,Lead/Expert,7-20,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,Negotiable,,Careerviet
Software Development - Integration Technology (ESB),IT professional,Intermediate,3-6,FE CREDIT,Hồ Chí Minh,$1000.00-1800.00,"SQL, MongoDB, AWS, Git, CI/CD, Linux, Agile",Careerviet
Chuyên Viên Phát Triển Ứng Dụng Web,backend developer,Junior,2-3,Công ty cổ phần Người Bạn Vàng,Hồ Chí Minh,Negotiable,"Python, JavaScript, HTML, CSS, Flask, Django, PostgreSQL, MySQL, Git, Linux, JIRA",Careerviet
Senior Business Analsyt,SAP consultant,Senior,7-10,Công Ty Cổ Phần GreenFeed Việt Nam,Hồ Chí Minh,Negotiable,ERP,Careerviet
Senior AI Engineer - Hà Nội - TA139,software engineer,Senior,5-7,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Negotiable,"Tableau, Power BI, Data analysis, Data science, Statistics, Analysis, TensorFlow, PyTorch, Machine Learning, Deep Learning, AI, Data Mining, Business Intelligence",Careerviet
Chuyên viên Giải pháp - Phòng Giải pháp và chiến lược công nghệ - K.CNTT,embedded systems engineer,Intermediate,1-5,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Negotiable,Analysis,Careerviet
Chuyên viên Quản lý Hồ sơ dự án - K.CNTT,N/A,Intermediate,2-4,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Negotiable,,Careerviet
"Chuyên gia quản lý rủi ro an ninh thông tin, Phòng Quản trị rủi ro hoạt động, Khối Quản trị rủi ro",N/A,Senior,5-7,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Negotiable,,Careerviet
Chuyên viên Vận hành ứng dụng hạ tầng doanh nghiệp,N/A,Intermediate,1-5,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Negotiable,,Careerviet
Hà Nội - Senior Human Resources Manager,N/A,Senior,5-10,Công Ty Cổ Phần Công Nghệ Sen Đỏ,Hà Nội,Negotiable,,Careerviet
SE - Network Engineer (Working in Ha Noi Office),software engineer,Junior,1-2,"Trends & Technologies, Inc. Vietnam Co. Limited",Hà Nội,Negotiable,"Agile, Networking, TCP/IP, Firewall",Careerviet
