Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform
CVCC Kiểm Định Mô Hình - Model Validation Senior Specialist - Khối Dữ Liệu (Ho24.302),Business Intelligence Analyst,Senior,1,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà Nội,Thương lượng,"SQL, Data Visualization, Khoa Học Dữ Liệu, Power BI, Thu Thập Dữ Liệu",Vietnamworks
IT Service Desk,IT Professional,Junior,1,Shinhan Vietnam Finance Company Limited,Hồ Chí Minh,Thương lượng,"IT Helpdesk, IT Support, File Server, LAN",Vietnamworks
System Engineer,Systems Engineer,Intermediate,3,"Wide Viet Nam CO., LTD.",Hồ Chí Minh,Thương lượng,"Azure, Fortigate Firewall, Microsoft Office 365, Quản Trị Hạ Tầng Cisco, Veeam Backup",Vietnamworks
Senior Project Manager (Tech & Non Tech),Project Manager,Senior/Lead/Expert,4,"Neyu Ltd.,",Hồ Chí Minh,Thương lượng,"Project Management, Business Development, Call Center Management, Pmp Certification, Call Center System",Vietnamworks
UI/UX Designer,UX/UI Designer,Intermediate,3,Công Ty Cổ Phần Chứng Khoán SSI,Hà Nội,Thương lượng,"UI/UX, Figma, UX Research, Mobile App, Thiết Kế Website",Vietnamworks
IC TEST Development Engineer,Software Engineer,Senior,5,Công Ty TNHH Qorvo Việt Nam,Hà Nội,Thương lượng,"PCB Layout Design, I2C, C/C++ Programming, Hardware Testing, Debug",Vietnamworks
SAP FICO Specialist,SAP Consultant,Any Level,N/A,Công Ty Trách Nhiệm Hữu Hạn Sản Xuất Và Kinh Doanh Vinfast - Thành Viên Của Vingroup,Hà Nội,Thương lượng,SAP,Vietnamworks
Chuyên Viên Kiểm Soát Số Liệu Tài Chính - Financial Data Controller - Khối Tài Chính Kế Toán (Ho24.321),Data Engineer,Junior,2,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà Nội,Thương lượng,"Big Data, Data Engineer, Data Lake, Open Source Framework, Spark",Vietnamworks
Chuyên Viên Phân Tích Nghiệp Vụ,Data Scientist,Senior,5,"Công Ty Cổ Phần Công Nghệ Thông Tin, Viễn Thông Và Tự Động Hoá Dầu Khí",Hà Nội,$850.34-1700.68,"ERP, Business Analysis, Công Nghệ Thông Tin, Triển Khai Hệ Thống, Phân Tích Nghiệp Vụ",Vietnamworks
[Hải Phòng] Chuyên viên hạ tầng CNTT,Embedded Systems Engineer,Junior,1,VINFAST TRADING AND PRODUCTION JSC,Hà Nội,Thương lượng,"An Ninh Mạng, Công Nghệ Thông Tin, Dịch Vụ Viễn Thông, Giao Tiếp, Điện Tử Viễn Thông",Vietnamworks
Chuyên Viên IT,IT Professional,Senior,5,Công Ty Cổ Phần Quản Lý Đầu Tư ACD,Hà Nội,Thương lượng,"Hardware Support, Hardware Maintenance, Kiểm Tra Phần Cứng, Cài Đặt Phần Mềm, Công Nghệ Thông Tin",Vietnamworks
Embedded Software Engineer (Automotive),Software Engineer,Any Level,N/A,Hitachi Digital Services,Hồ Chí Minh,Thương lượng,"Embedded Software, Automotive, AUTOSAR, C/C++, MCU Programming",Vietnamworks
Project Management Office (PMO) Assistant,Data Scientist,Any Level,N/A,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Thương lượng,"Problem Solving, Project Management, Oracle, Scrum",Vietnamworks
Automation Test Engineer,Software Engineer,Junior,2,Navigos Search,"Hà Nội, Hồ Chí Minh",$1000.00-2000.00,"Automated Software Testing, Evaluation Method, Test Design, Python Programming, Troubleshooting",Vietnamworks
Project Coordinator ITS,IT Professional,Intermediate,3,RMIT University Vietnam,Hồ Chí Minh,Thương lượng,"Communication, Customer Service, Microsoft Office, Project Coordination, Time Management",Vietnamworks
IT Japanese Communicator,IT Professional,Junior,2,LG Electronics Development Vietnam Company Limited,Hà Nội,$800.00-1200.00,"Japanese N2, Problem Management, Teamwork, TOEIC 700, It Background",Vietnamworks
"Back-end Developer (Java, SQL, Spring, English,chinese)",Backend Developer,Junior,1,Công Ty TNHH Clever Creations Tech,Hồ Chí Minh,$500.00-1500.00,"Java, SQL, Java Spring Framework, Chinese Madarin, B2 English",Vietnamworks
Chuyên Viên Sản Phẩm/ Product Specialist,Data Scientist,Junior,2,"Transmedic Healthcare Co., LTD",Hồ Chí Minh,Thương lượng,"Biomedical Engineering, Electrical Engineering, English, Technical Support, Preventive Maintenance",Vietnamworks
Web Developer (Tiếng Nhật N1~N4),Software Developer,Any Level,N/A,Công Ty TNHH Gmo-Z.com Financial System VN,Hà Nội,$1000.00-3000.00,"React, Website Development, Node.js, Tiếng Nhật N4, Unit Testing",Vietnamworks
Nhân Viên Triển Khai Phần Mềm POS,Data Scientist,Junior,1,Công Ty Cổ Phần Công Nghệ KAS,Hồ Chí Minh,Thương lượng,"POS System, POS Software Testing, Triển Khai Phần Mềm, Đào Tạo Khách Hàng, Hỗ Trợ Kỹ Thuật",Vietnamworks
Linux System Engineer,Systems Engineer,Junior,1,Công Ty TNHH Thankslab Việt Nam,Hồ Chí Minh,Thương lượng,"Aws, Docker, Docker, Docker, Linux, NodeJS, PHP",Vietnamworks
[$4000 - $5000] Software Engineering Manager (Front-End),Frontend Developer,Lead/Expert,5,Navigos Search's Client,Hà Nội,$4000.00-5000.00,"Angular, Angular, Angular, Front-End, Kotlin, Swift, Swift, Typescript",Vietnamworks
Chuyên Viên Hỗ Trợ Người Dùng (IT Helpdesk),IT Support,Any Level,N/A,Tập Đoàn BRG (BRG Group),Hà Nội,Thương lượng,"IT Helpdesk, Công Nghệ Thông Tin, IT Phần Cứng, IT System Administration",Vietnamworks
Vận Hành Games (Ưu Tiên Tiếng Trung ),Game Developer,Junior,2,Công Ty TNHH Dịch Vụ Tư Vấn Bát Giới,Hồ Chí Minh,$780.00-1100.00,"Game Research, Game Operation, Vận Hành Game, Mobile Game Development, Technology Development",Vietnamworks
Release Train Engineer,Software Engineer,Senior,8,Capgemini Vietnam,Hồ Chí Minh,Thương lượng,"Agile Project Management, Scrum Master, Stakeholder Management, Project Management, Lifecycle Management",Vietnamworks
C/C++ Linux Software Engineer,Software Engineer,Any Level,N/A,LG Electronics Development Viet Nam Company Limited,"Hà Nội, Hà Nội",$1000.00-2500.00,"C/C++, Linux Embedded, Linux, Software Development, Software Engineering",Vietnamworks
Software Developer,Software Developer,Intermediate,3,"WANEK FURNITURE CO., LTD.",Hồ Chí Minh,Thương lượng,"AS400, English Language Proficiency, ERP System, ERP System, Software Development Lifecycle, Software Development Lifecycle, Software Development Lifecycle, Software Management",Vietnamworks
IT Support Specialist,IT Support,Any Level,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,Thương lượng,"IT System Administration, IT Helpdesk, IT Support, Infrastructure Supervision, Application Support",Vietnamworks
"Data Analyst (SQL, Power Bi, Database)",Business Analyst,Junior,2,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),Hồ Chí Minh,Thương lượng,"Data analysis, SQL, Power BI, Python",Vietnamworks
Kỹ Sư Công Nghệ Thông Tin (IT),IT Professional,Junior,2,Công Ty TNHH CTCI Việt Nam,Hà Nội,Thương lượng,"Quản Trị Mạng Công Ty, Quản Trị Dữ Liệu, Hệ Thống Điện Thoại, Công Nghệ Thông Tin, Quản Trị Hệ Thống",Vietnamworks
Kỹ Sư Kiểm Thử Sản Xuất,Embedded Systems Engineer,Any Level,N/A,Navigos Search's Client,Hà Nội,$800.00-1200.00,"Testing, Electronic Troubleshooting, English, Wireshark, PLC",Vietnamworks
Business Analyst,Business Analyst,Intermediate,3,Công Ty Cổ Phần Tập Đoàn Golden Gate,Hà Nội,Thương lượng,"Product Development, Business Analysis, Information System, Agile, F&B Business",Vietnamworks
Senior Business Analyst (Analytics Consultant),Business Analyst,Senior,2,MiTek Việt Nam,Hồ Chí Minh,Thương lượng,"Business Analysis, Data Analytics, Business Analyst, English B2, Consultant",Vietnamworks
Senior .NET Developer,Software Developer,Senior,5,Capgemini Vietnam,Hồ Chí Minh,Thương lượng,"Web API, Azure, .Net, C#, OOP",Vietnamworks
QC Tester Automation,QA Engineer,Any Level,N/A,MCGAAW,Hồ Chí Minh,Thương lượng,"Test Automation Tools, Programning Languages, API Testing, Automation Testing, Software Testing",Vietnamworks
"IOS Developer (Junior, HCM)",Mobile Developer,Junior,1,FPT Telecom,Hà Nội,Thương lượng,"iOS Development, Material Design, Objective C, Swift, Swift, Web Service",Vietnamworks
SAP ABAP Performance Architect (Joining Bonus),Business Analyst,Senior,7,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,Computer Science,Vietnamworks
"Phân Tích Cường Độ Của Máy Xúc Xây Dựng (Bộ Phận Cabin)(pm: HyperMesh, Radioss)",Mobile Developer,Junior,1,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,Thương lượng,"Hypermesh, Radioss, Thiết Kế Máy Xây Dựng, Tiếng Nhật N3, Phân Tích Cường Độ",Vietnamworks
"Chuyên Viên Chính/chuyên Viên Cao Cấp Phân Tích Dữ Liệu và Quản Trị Hệ Thống (Thành thạo Excel, Sql,powerbi)",Data Analyst,Intermediate,3,Ngân Hàng TMCP Quốc Tế Việt Nam (VIB),Hồ Chí Minh,Thương lượng,"SQL, Power BI, Data reporting, Excel",Vietnamworks
Experienced Automation Tester _ Freelancer (Location: Hà Nội),QA Engineer,Intermediate,3,Capgemini Vietnam,Hồ Chí Minh,Thương lượng,"Automation Testing, QA, QC, Software Testing, API Testing",Vietnamworks
Android App Developer,Mobile Developer,Senior,5,Cathay United Bank,Taiwan,Thương lượng,"Agile Development, CI/CD, Clean Architecture, MVVM Architecture, RESTful API",Vietnamworks
Data Analyst,Data Analyst,Any Level,N/A,Edge Consulting Engineers,Hồ Chí Minh,Thương lượng,Data Analysis,Vietnamworks
Technical Support Specialist,IT Support,Junior,1,CÔNG TY TNHH GETCOURSE VIỆT NAM,N/A,Thương lượng,"Technical Support, Troubleshooting, Customer Support, CSS, SaaS",Vietnamworks
Chuyên Viên Chính Sách Quản Lý Rủi Ro - Công Nghệ Thông Tin,Security Engineer,Junior,1,Ngân Hàng TNHH Indovina – Hội Sở,Hồ Chí Minh,Thương lượng,"IT Security GRC, Risk Compliance, IT Risk Management, IT Governance, IT Operations",Vietnamworks
Senior Full Stack Engineer Cloud Marketplace,Full-stack Developer,Senior,5,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,"Java Spring Boot, Restful Apis, Cloud Native Applications, Frontend Frameworks, Sql And No-Sql Databases",Vietnamworks
Supply Chain Digital BA (Management Level),Business Analyst,Senior,8,HEINEKEN Vietnam,Hồ Chí Minh,Thương lượng,English,Vietnamworks
Foxconn Tuyển Gấp Kỹ Sư Phát Triển Phần Mềm Hệ Thống,Backend Developer,Any Level,N/A,Công Ty TNHH Công Nghệ Chính Xác Fuyu,Hồ Chí Minh,$500.00-1000.00,"Lập Trình Backend, API, Systems Development, Database Development, English",Vietnamworks
Chuyên Viên An Ninh Bảo Mật,Data Scientist,Junior,1,Công ty Cổ phần Chứng khoán Bảo Việt,Hà Nội,$700.00-1200.00,"An Toàn Thông Tin, Quản Lý Rủi Ro, An Ninh Mạng, CEH, IDS/IPS",Vietnamworks
Oracle Functional Consultant,Database Administrator,Intermediate,3,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Thương lượng,"Analytical Thinking, Financial performance, Oracle Cloud, Order Management, Procurement",Vietnamworks
Infrastructure Architect/ IT System (Manufacturing) - Open for Junior Level/freshers,IT Professional,Fresher/Junior,1,Unilever Vietnam,Hồ Chí Minh,Thương lượng,"Infrastructure, Automation, PLC, Network, Systems Architecture",Vietnamworks
SAP ABAP Developer,Software Developer,Intermediate,4,Golden Gate Trade & Service JSC,Hà Nội,Thương lượng,"SAP, ABAP, SAP HANA, FICO, API",Vietnamworks
Senior Full Stack Java Web Developer,Full-stack Developer,Senior,4,Navigos Search's Client,Hà Nội,$816.33-1632.65,"Java, Spring, VueJS, Microservices, English Communication",Vietnamworks
[Hot Job] Chuyên Gia Công Nghệ Thanh Toán,Data Scientist,Senior,5,Công Ty Cổ Phần Thanh Toán Quốc Gia Việt Nam,Hà Nội,Thương lượng,"Công Nghệ Thông Tin, Tiếng Anh, Thanh Toán Thẻ, Phát Triển Sản Phẩm, Thanh Toán Điện Tử",Vietnamworks
Chuyên Gia Phát Triển Dịch Vụ (API) - Khối Ngân Hàng Số - (Ho24.279),Backend Developer,Any Level,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà Nội,Thương lượng,"Tài chính Ngân hàng, Giải Pháp Công Nghệ, Tư Vấn Dịch Vụ, API, Thanh Toán Điện Tử",Vietnamworks
Database Administrator,Business Analyst,Intermediate,3,TL Consulting VN Co. Ltd,Hồ Chí Minh,Thương lượng,"Oracle Database Knowledge, DBA, Computer Hardware Troubleshooting, Software Troubleshooting, Computer Science",Vietnamworks
Data Engineer Consultant,Data Engineer,Any Level,N/A,Chi Nhánh Công Ty TNHH KPMG,Hồ Chí Minh,Thương lượng,"Data Architecture, Data analysis, Data Models, Data Mining, Big Data",Vietnamworks
Nhân Viên IT,IT Professional,Any Level,N/A,"Adtec Plasma Technology Vietnam Co., Ltd",Bắc Ninh,Thương lượng,"Công Nghệ Thông Tin, Microsoft Office 365, Python, C#, ASP.NET",Vietnamworks
Chuyên Viên IT,IT Professional,Any Level,N/A,"Trường Quản Trị Và Kinh Doanh, ĐHQGHN",Hà Nội,Thương lượng,"IT System Administration, IT Helpdesk, IT Administration, Helpdesk, Công Nghệ Thông Tin",Vietnamworks
"(JP-86) Thiết Kế Hệ Thống, Phát Triển Chương Trình",Data Engineer,Junior,2,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$2275.00-2600.00,"Phát Triển Dự Án, SQL Server, SQL Server, Thiết Kế Hệ Thống, Tiếng Nhật, VB.NET",Vietnamworks
End User Technology Specialist,IT Professional,Senior,5,RMIT University Vietnam,Hồ Chí Minh,$1347.51,"Customer Service, End User Support, Hệ Thống Active Directory, IT Service Management, Microsoft Office 365",Vietnamworks
Chuyên Viên Quản Trị Hệ Thống và Bảo Mật,System Administrator,Junior,2,Hyundai Thành Công Việt Nam (Hyundai.thanhcong.vn),Hà Nội,Thương lượng,"Hệ Thống Mạng, Bảo Mật Dữ Liệu, Giải Pháp Công Nghệ, Điện Tử Viễn Thông, VMware",Vietnamworks
Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (DBA),Business Analyst,Any Level,N/A,Ngân Hàng TMCP Xuất Nhập Khẩu Việt Nam (Eximbank),Hồ Chí Minh,$1000.00-2000.00,"SLA Control, Công nghệ thông tin, Quản Trị Hệ Thống CNTT",Vietnamworks
Bridge Project Manager (BPM),Project Manager,Lead/Expert,2,Vitalify Asia,Hồ Chí Minh,$2500.00,"Project Management, Japanese N2, DevOps, Kaizen",Vietnamworks
"(Night shift) Implementation Specialist (EDI, ERP, SAP, Supply chain)",Data Scientist,Junior,1,"Truecommerce Vietnam Company, Limited",Hồ Chí Minh,Thương lượng,"business analyst, Client Service, Customer Service Training, Project Management, Service Implementation",Vietnamworks
BrSE (in Vietnam or Japan),Data Scientist,Intermediate,3,Hitachi Digital Services,Hồ Chí Minh,Thương lượng,"Japanese Speaking, BrSE, Software Development Life Cycle (SDLC), Agile, English",Vietnamworks
Project Manager,Project Manager,Lead/Expert,5,Mirae Asset Finance Company (Viet Nam) Ltd.,Hồ Chí Minh,Thương lượng,"Quản Lý Dự Án, Project Management, IT Project Management, Core Banking Development",Vietnamworks
Business Intelligence Analyst,Business Intelligence Analyst,Junior,2,"TrueCommerce Dicentral Vietnam Company, Limited",Hồ Chí Minh,Thương lượng,"Data Analytics, Data Visualization, English, Power Automate, PowerBI, PowerBI",Vietnamworks
Database Developer,Software Developer,Senior,5,Công Ty TNHH ActsOne Việt Nam,Hồ Chí Minh,Thương lượng,"Database Technology, Mysql, MongoDB, Lập Trình, Sql Queries",Vietnamworks
Senior .NET Engineer (Windows Application),Software Engineer,Senior,3,Koidra,Hồ Chí Minh,Thương lượng,"C#, Application Development, WPF, NUnit, Analytical Skills",Vietnamworks
Chuyên Viên Kiểm Thử Phần Mềm,Embedded Systems Engineer,Any Level,N/A,Công Ty Chứng Khoán Yuanta Việt Nam,Hồ Chí Minh,$81.63-897.96,"Viết Test Case, Kiểm Thử Phần Mềm, Chứng khoán, Quản lý chất lượng, Test",Vietnamworks
Game Tester,Game Developer,Junior,1,Athena Studio,Hồ Chí Minh,$400.00-500.00,"Qa/Qc/Testing Experience, Bug Report Writing, Test Case Writing, Agile Methodology, Game Testing",Vietnamworks
Information Service (IS) Engineer,Software Engineer,Junior,1,"TRIPOD VIETNAM (BIENHOA) ELECTRONIC CO., LTD.",Đồng Nai,Thương lượng,"Network Administration, CCNA, Cyber Security, Firewall, Linux",Vietnamworks
Senior Data Analyst,Data Analyst,Senior,1,Capgemini Vietnam,Hồ Chí Minh,Thương lượng,"Python, SQL, Data Analysis, ETL, Computer Science",Vietnamworks
Manual Tester,QA Engineer,Junior,2,FPT Software,"Hồ Chí Minh, Hà Nội, Đà Nẵng",Thương lượng,"Manual Testing, API Testing, SQL, Test execution, Postman",Vietnamworks
Senior QC Engineer,Software Engineer,Senior,5,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,Thương lượng,"AWS Cloud, CI/CD, English, Quality Assurance",Vietnamworks
Regional Information Security Officer for Viet Nam and Laos,IT Professional,Senior,5,The Deutsche Gesellschaft Für Internationale Zusammenarbeit (Giz),Hà Nội,Thương lượng,"English, Information security, ISO, Risk Management, System Management",Vietnamworks
IT Server Engineer,Software Engineer,Junior,2,Navigos Search's Client,Hà Nội,$816.33-1428.57,"English Communication, Linux System Administration, Server Management, VMware, Windows Server",Vietnamworks
Embedded Test Lead (Joining Bonus),Embedded Systems Engineer,Lead/Expert,5,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,"Analytical skills, English communication, Embedded Test Lead, Automation system test, SW process test",Vietnamworks
Join The Ocean Villas As A IT Officer,IT Professional,Junior,2,The Ocean Villas At The Ocean Resort,Hồ Chí Minh,Thương lượng,"System Administration, SQL Server, Technical Management, Windows Server, Backup",Vietnamworks
"Back-end Developers (.Net Core, C#)",Backend Developer,Junior,1,Công Ty TNHH GVI HCM,Hồ Chí Minh,$1000.00-2000.00,".Net Core, C#, Entity Framework, Troubleshooting, Asp.Net Web Api",Vietnamworks
Business Analyst - Khối Dữ Liệu (Ho24.296),Business Analyst,Intermediate,3,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà Nội,Thương lượng,"Business analysis, Công Nghệ Thông Tin, Oracle, SQL",Vietnamworks
Engineering Manager,Software Engineer,Lead/Expert,N/A,Công Ty TNHH Công Nghệ Và Giải Pháp Phần Mềm Crossian,Hà Nội,Thương lượng,"Cloud Technologies, Project Management, Software Development, Agile, Product Development",Vietnamworks
MIS Engineer - Kỹ Sư Công Nghệ Thông Tin (Work In Phu Yen),Software Engineer,Intermediate,3,CCIPY Vietnam,Hồ Chí Minh,Thương lượng,"Wireless Network, ADSL, LAN, Cài Đặt Phần Mềm, Bảo Trì",Vietnamworks
Business Analyst (Membership Program Builder),Business Analyst,Intermediate,3,TPF Group,Hồ Chí Minh,Thương lượng,"E-commerce, Data Structure, English fluency, Business analysis, System Integration",Vietnamworks
IT Application Support Senior/ Leader (IT Hỗ Trợ Phần Mềm),IT Professional,Senior/Lead/Expert,3,Công Ty Cổ Phần Tập Đoàn Golden Gate,Hà Nội,Thương lượng,"SQL, Application Support, MySQL Server, IT Support, IT Software",Vietnamworks
Chuyên Viên Cao Cấp Vận Hành Ứng Dụng Công Nghệ Thông Tin,Data Scientist,Intermediate,4,Công Ty Cổ Phần Chứng Khoán Vndirect,"Hà Nội, Hồ Chí Minh",Thương lượng,"IT System Administration, Công Nghệ Thông Tin, Tài Chính Ngân Hàng, Tiếng Anh",Vietnamworks
Senior Front End Developer (Web and Mobile),Frontend Developer,Senior,N/A,Arctx Solution LLC,Hồ Chí Minh,Thương lượng,"JavaScript, React Native, ReactJs, Redux, Angular",Vietnamworks
Trưởng Phòng Cấp Cao Cơ Sở Hạ Tầng CNTT/ IT Infrastructure Senior Manager,IT Professional,Senior/Lead/Expert,10,Công Ty TNHH TM DV Tân Hiệp Phát,Bình Dương,Thương lượng,"Infrastructure Management, Risk Management, Cloud Infrastructure, Security, Infrastructure Security",Vietnamworks
Product Analyst,Data Scientist,Intermediate,3,Vinhms,Hồ Chí Minh,Thương lượng,"Product Analyst, Critical Thinking, Communication Skills, business analyst, Product Application",Vietnamworks
Process Analyst,Backend Developer,Any Level,N/A,Home Credit Vietnam - Explore Your Dream Team,Hồ Chí Minh,Thương lượng,"Project Management, Process Analysis, Business Analysis, Business Process Transformation, Audit",Vietnamworks
Software Expert (Java/Springboot),IT Professional,Lead/Expert,8,Navigos Search's Client,Hà Nội,$3000.00-3500.00,"Agile, Project Management, Software Development, Team Development, Technical Management",Vietnamworks
Senior Frontend Reactjs Developer (French Speaking),Frontend Developer,Senior,4,Capgemini Vietnam,Hồ Chí Minh,Thương lượng,"French, Redux, Workflow, ReactJS, JavaScript",Vietnamworks
JavaScript Developer (Web3 Focus),Software Developer,Junior,1,Terminus,N/A,$2000.00-4000.00,"Database Design, JavaScript, Node.js, Smart Contract Development, Web3 Technologies",Vietnamworks
Product Specialist,Backend Developer,Intermediate,4,Reversal,Hồ Chí Minh,Thương lượng,"Technical Lead, Agile, Mobile Platform, Market Research, Project Management",Vietnamworks
Data Scientist - Khối Dữ Liệu (Holt.01),Data Scientist,Intermediate,3,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Hà Nội,Thương lượng,"Data Analysis, Data Mining, Machine Learning, Python, Scala",Vietnamworks
Nhân Viên Tư Vấn Kỹ Thuật (Ngành Nghề CNTT Điện Tử Viễn Thông),Embedded Systems Engineer,Junior,2,Công Ty TNHH MTV Ứng Dụng Kỹ Thuật Và Sản Xuất,Hà Nội,$500.00,"Tư Vấn Kỹ Thuật, Viễn Thông, Điện tử viễn thông, Công nghệ thông tin",Vietnamworks
IT Staff,IT Professional,Intermediate,3,CÔNG TY TNHH POLIFILM VIỆT NAM,Bình Dương,Thương lượng,"ERP, Information Technology, LAN, Network Systems, VPN",Vietnamworks
IT Specialist,IT Professional,Senior,6,Công Ty CP Tập Đoàn Công Nghệ CMC,Hà Nội,Thương lượng,"IT Audit, IT Infrastructure, User Support",Vietnamworks
Cloud Account Manager,Data Engineer,Lead/Expert,3,Megazone Vietnam Company Limited,Hà Nội,Thương lượng,"Salesforce, Salesforce Development, Cloud, Visualforce, SQL",Vietnamworks
IT Associate Manager,IT Professional,Lead/Expert,5,Perfetti Van Melle (Viet Nam) Limited,Hồ Chí Minh,Thương lượng,"Analytical Skills, Communication Skills, Implementing Business Software, Project Management, SAP ERP",Vietnamworks
DevOps Engineer,Devops Engineer,Intermediate,3,i3 DVR International Inc.,Hồ Chí Minh,Thương lượng,"AWS Services, Docker, SQL, DevOps, Docker, Docker, Information Technology",Vietnamworks
Head of IT/ CS Department _ Swinburne HCM Campus (Master Degree or Higher Required),UX/UI Designer,Lead/Expert,N/A,Swinburne Vietnam (HCMC),Hồ Chí Minh,$1500.00-3000.00,"Khoa Học Máy Tính, Giáo Dục Đào Tạo, Giảng Dạy, Công Nghệ Thông Tin, AI",Vietnamworks
Chuyên Gia An Ninh Thông Tin – Hà Nội – RM,Data Scientist,Senior,7,VPBank - Https://tuyendung.vpbank.com.vn/,Hà Nội,Thương lượng,"An Ninh Mạng, An Toàn Thông Tin, Bảo Mật Thông Tin, Công nghệ thông tin",Vietnamworks
Trưởng Phòng Kỹ Thuật,Backend Developer,Any Level,N/A,OPTIMA ROBOTICS COMPANY,N/A,Thương lượng,"Arduino, Arduino, Arduino, C#, Python, Robot Control Programming, STM32, STM32",Vietnamworks
BI Database Developer,Software Developer,Junior,2,Công Ty TNHH Xsunt,Hồ Chí Minh,$1000.00-1500.00,"MS SQL, Database Administration, Java, database management, Data Analytics",Vietnamworks
Ruby On Rails Developer,Software Developer,Any Level,N/A,GSM,Hà Nội,$1000.00-3000.00,"Ruby On Rails, OOP, MySQL, Python, PostgreSQL",Vietnamworks
Senior Business Analyst Technical,Business Analyst,Senior,3,Công Ty Cổ Phần Sữa VitaDairy Việt Nam,"Hồ Chí Minh, Hà Nội",Thương lượng,"Kiểm Thử Tính Năng, Kỹ năng nắm bắt và giải quyết vấn đề, Làm Việc Nhóm, Mô Phỏng Phân Tích, Phân Tích Nghiệp Vụ",Vietnamworks
IT/ CS Full-Time Lecturers (Master Degree or Higher Required),UX/UI Designer,Any Level,N/A,Swinburne Vietnam (HCMC),Hồ Chí Minh,$1000.00-2000.00,"Phần Cứng Mạng, Khoa Học Máy Tính, IT Administration, Giáo Dục, Công Nghệ Thông Tin",Vietnamworks
Chuyên Viên Front End,Frontend Developer,Intermediate,3,Công Ty Cổ Phần Chứng Khoán KB Việt Nam,Hà Nội,$500.00-1000.00,"Front-End, JavaScript, AngularJS, CSS, RestAPI",Vietnamworks
"Chuyên Viên Phụ Trách Ứng Dụng Công Nghệ, Phần Mềm Trong Doanh Nghiệp (Kỹ Sư Phần Mềm, Lập Trình Viên…)",Data Scientist,Intermediate,3,Công Ty Du Học Du Lịch TMDV Á Âu,Hồ Chí Minh,Thương lượng,"Công Nghệ Thông Tin, Khoa Học Máy Tính, ERP, AI, Giám Sát Hệ Thống",Vietnamworks
[Canon Tiên Sơn] Nhân Viên IT,IT Professional,Any Level,N/A,Công Ty TNHH Canon Việt Nam,Hà Nội,Thương lượng,"IT Phần Mềm, Công Nghệ Thông Tin, Điện Tử Viễn Thông, Khoa Học Máy Tính",Vietnamworks
Senior Full Stack Java Developer,Full-stack Developer,Senior,N/A,Arctx Solution LLC,Hồ Chí Minh,Thương lượng,"ReactJS, Java, Full Stack Development, JavaScript",Vietnamworks
"Chuyên Gia Quản Lý Rủi Ro An Ninh Thông Tin Cấp 2, Phòng Quản Trị Rủi Ro Hoạt Động, Khối Quản Trị Rủi Ro",Data Scientist,Intermediate,4,Ngân Hàng TMCP Đại Chúng Việt Nam,Hà Nội,$1000.00-2000.00,"IT Security, Quản Trị Rủi Ro Thông Tin, An Ninh Dữ Liệu, Bảo Mật Dữ Liệu, An Ninh Thông Tin",Vietnamworks
Senior IT Supervisor,IT Professional,Senior,2,Minthacare Vietnam,Hồ Chí Minh,Thương lượng,"Computer Science, ERP, IT Infrastructure Operations, SOP Development, IT Service Management",Vietnamworks
Trưởng Nhóm Phát Triển,Backend Developer,Senior,5,Taixin Printing VINA,Bắc Ninh,$4.08-20.41,"MS SQL, DevExpress, C#",Vietnamworks
Senior Business Analyst,Business Analyst,Senior,8,Endava Việt Nam,Hồ Chí Minh,Thương lượng,"Agile, Business Analysis, Data Analysis, Scrum, Leadership",Vietnamworks
[HCM 84] Kỹ Sư Thiết Kế Mạch điện,Data Scientist,Junior,1,Công Ty TNHH R Techno Việt Nam,Hồ Chí Minh,$1224.49,"Bắt Mạch, Thiết Kế Mạch Orcad, Thiết Kế Mạch Điện, Tiếng Nhật, Tư Vấn Giải Pháp Điện Tử",Vietnamworks
Test Leader,QA Engineer,Lead/Expert,10,Bosch Global Software Technologies Company Limited,Hồ Chí Minh,Thương lượng,"Automation Testing, Leadership Skills, Penetration Testing, testing large-scale platforms, defect analysis",Vietnamworks
Full Stack Engineer (Fintech/ Startup/ HCM),Full-stack Developer,Intermediate,3,"Net Protections Vietnam Co., Ltd.",Hồ Chí Minh,$1000.00-3000.00,"Agile Software Development, Communication Skills, Problem-solving, Project Management, Web Service",Vietnamworks
