Job Title,Role,Level,Years of Experience,Company,Location,Salary Range,Required Skills,Source Platform,Job Link
Trưởng nhóm IT (Giải pháp phần mềm),,,3 - 10 Năm,Công Ty TNHH May Thêu Giày An Phước,Hồ Chí Minh,18 Tr - 30 Tr VND,"SQL, CSS, Power BI, .NET, Bootstrap, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-it-giai-phap-phan-mem.35C2760F.html
IT Infrastructure Engineer (Kỹ Sư Hạ Tầng CNTT),,,"2 - 5
                Năm",CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,18 Tr - 25 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-infrastructure-engineer-ky-su-ha-tang-cntt.35C2620E.html
Data Partner – Chuyên gia Đối tác dữ liệu - Hà Nội - TA139,,,4 - 7 Năm,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cạnh Tranh,"Python, SQL, Excel, Statistics, Machine Learning, AI, R",Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-partner-chuyen-gia-doi-tac-du-lieu-ha-noi-ta139.35C275F6.html
Sales Manager/ Business Development Manager (Japanese Language/ Digital Solutions),,,,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,40 Tr - 90 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/sales-manager-business-development-manager-japanese-language-digital-solutions.35C275E6.html
Technical Project Manager,,,3 - 5 Năm,CÔNG TY TNHH INBOLD,Hồ Chí Minh,Cạnh Tranh,"JIRA, Content Management Systems",Careerviet,https://careerviet.vn/vi/tim-viec-lam/technical-project-manager.35C275D7.html
Data Platform Engineer - Khối Dữ liệu (HO24.317),,,Trên 1 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,"Python, Java, AWS, Azure, GCP, Spark, Big Data, AI",Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-platform-engineer-khoi-du-lieu-ho24-317.35C275D6.html
Chuyên viên cao cấp Quản trị dữ liệu - Mảng vận hành công cụ - HN - TA139,,,3 - 5 Năm,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cạnh Tranh,"Python, SQL, R",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-quan-tri-du-lieu-mang-van-hanh-cong-cu-hn-ta139.35C275BE.html
Middle/ Senior NodeJS Developer,,,3 - 5 Năm,CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC,Hồ Chí Minh,Cạnh Tranh,"NodeJS, NestJS, MongoDB, Docker, MySQL, Redis, ElasticSearch, Git",Careerviet,https://careerviet.vn/vi/tim-viec-lam/middle-senior-nodejs-developer.35C27591.html
IT COMTOR - TIẾNG NHẬT,,,1 - 3 Năm,CÔNG TY CỔ PHẦN PGT SOLUTIONS,Hồ Chí Minh,15 Tr - 20 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-comtor-tieng-nhat.35C27583.html
DEVOPS,,,1 - 8 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,15 Tr - 30 Tr VND,"Python, Java, Docker, Kubernetes, ElasticSearch, GitHub, CI/CD, Terraform, Bash, Microservices",Careerviet,https://careerviet.vn/vi/tim-viec-lam/devops.35C1C5C3.html
Legal Executive,,,2 - 7 Năm,BSS Group,Hà Nội,15 Tr - 25 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/legal-executive.35C1C5AB.html
Giáo Viên Tin Học (Giảng Dạy Mô Hình School-Link),,,1 - 5 Năm,Công ty CP IIG Việt Nam,Hà Nội,Cạnh Tranh,Spark,Careerviet,https://careerviet.vn/vi/tim-viec-lam/giao-vien-tin-hoc-giang-day-mo-hinh-school-link.35C1C5D4.html
Java Developer Team Leader,,,3 - 8 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,25 Tr - 35 Tr VND,"Java, JavaScript, HTML, CSS, PHP, JQuery, Bootstrap, jQuery, PostgreSQL, MySQL, Restful API, Git",Careerviet,https://careerviet.vn/vi/tim-viec-lam/java-developer-team-leader.35C1C6AB.html
[Hậu Nghĩa] Chuyên viên IT,,,2 - 5 Năm,Công Ty Cổ Phần Vacxin Việt Nam,Long An,Cạnh Tranh,"SQL, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/hau-nghia-chuyen-vien-it.35C1C642.html
TRƯỞNG NHÓM PHÂN TÍCH DỮ LIỆU,,,3 - 4 Năm,CÔNG TY CỔ PHẦN Z HOLDING,Hà Nội,30 Tr - 45 Tr VND,"Python, SQL, Power BI, R",Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-phan-tich-du-lieu.35C1C609.html
Product Manager,,,8 - 15 Năm,HR Vietnam’s ESS Client,Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/product-manager.35C1C5F6.html
SAP ABAP CONSULTANT,,,5 - 15 Năm,HR Vietnam’s ESS Client,Hà Nội,Cạnh Tranh,"Analysis, SAP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-abap-consultant.35C1C774.html
[Đức Hòa] Chuyên viên IT,,,2 - 5 Năm,Công Ty Cổ Phần Vacxin Việt Nam,Long An,Cạnh Tranh,"SQL, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/duc-hoa-chuyen-vien-it.35C1C643.html
PRESALES ENGINEER,,,2 - 15 Năm,CÔNG TY CP TM-DV SAO NAM AN,Hồ Chí Minh,13 Tr - 20 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/presales-engineer.35C1C748.html
Technical Support Engineer,,,,Tổng công ty Bưu điện Việt Nam,Hà Nội,10 Tr - 18 Tr VND,"Java, SQL, Linux",Careerviet,https://careerviet.vn/vi/tim-viec-lam/technical-support-engineer.35C1C546.html
SAP ABAP CONSULTANT,,,5 - 15 Năm,HR Vietnam’s ESS Client,Hồ Chí Minh,Cạnh Tranh,"Analysis, SAP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/sap-abap-consultant.35C1C5AC.html
Chuyên viên QA,,,1 - 8 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,15 Tr - 30 Tr VND,"Agile, Scrum",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-qa.35C1C4CF.html
Project manager,,,1 - 8 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,20 Tr - 30 Tr VND,JIRA,Careerviet,https://careerviet.vn/vi/tim-viec-lam/project-manager.35C1C57F.html
B2B Sales Executive,,,1 - 2 Năm,LacViet Computing Corporation,Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/b2b-sales-executive.35C23BCC.html
Customer Support (US Time),,,Trên 1 Năm,Công ty TNHH Levinci,Hồ Chí Minh,15 Tr - 18 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/customer-support-us-time.35C23BF6.html
Head/Expert Data Scientist,,,Trên 5 Năm,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Cạnh Tranh,"Python, Data science, Statistics, GCP, Git, CI/CD, Spark, Big Data, Machine Learning, Deep Learning, Data Mining",Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-expert-data-scientist.35C23BD0.html
Head/Expert Data Governance,,,Trên 3 Năm,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-expert-data-governance.35C23BF4.html
Regional Information Security Officer,,,,The Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Hà NộiVientiane,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/regional-information-security-officer.35C23BAF.html
Nhân Viên Kinh Doanh Phần Mềm,,,Trên 1 Năm,CÔNG TY CỔ PHẦN Z HOLDING,Hồ Chí Minh,10 Tr - 20 Tr VND,ERP,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-phan-mem.35C23B3C.html
Giám Đốc Ban Pháp Chế - Head of Legal (Proptech),,,4 - 20 Năm,Công ty Cổ phần Tập đoàn Meey Land,Hà Nội,50 Tr - 80 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/giam-doc-ban-phap-che-head-of-legal-proptech.35C23CD3.html
"HO - Chuyên gia Quản trị rủi ro công nghệ, Khối Quản lý rủi ro",,,4 - 6 Năm,Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/ho-chuyen-gia-quan-tri-rui-ro-cong-nghe-khoi-quan-ly-rui-ro.35C23C0F.html
Chuyên viên/Chuyên viên chính phân tích dữ liệu (Business analytics),,,2 - 5 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh tranh,"Python, Power BI, Qlik",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-chinh-phan-tich-du-lieu-business-analytics.35C23CC7.html
"Chuyên viên Quản trị Hệ thống, Mạng",,,1 - 5 Năm,VCBS - Chung khoan VCB,Hà Nội,Cạnh tranh,"Linux, Firewall",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-he-thong-mang.35C23C82.html
Chuyên viên An ninh thông tin,,,2 - 5 Năm,VCBS - Chung khoan VCB,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-an-ninh-thong-tin.35C23C5E.html
Chuyên viên chính Vận hành,,,Trên 3 Năm,CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Cạnh tranh,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chinh-van-hanh.35C23B6B.html
Chuyên viên cao cấp/Chuyên viên chính phát triển sản phẩm và Kinh doanh Tài chính số,,,5 - 8 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hồ Chí Minh,Cạnh tranh,Excel,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-chuyen-vien-chinh-phat-trien-san-pham-va-kinh-doanh-tai-chinh-so.35C23C2C.html
Software Engineer,,,1 - 3 Năm,CÔNG TY CỔ PHẦN KING FOOD MARKET,Hồ Chí Minh,20 Tr - 40 Tr VND,"SQL, NodeJS, MongoDB, Docker, Kubernetes, PostgreSQL, MySQL, Redis, ElasticSearch, Jenkins, Git, CI/CD, Microservices, Kafka, RabbitMQ",Careerviet,https://careerviet.vn/vi/tim-viec-lam/software-engineer.35C23C05.html
UI/UX Designer,,,,"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/ui-ux-designer.35C23C0B.html
Trưởng Nhóm IT - Biết Tiếng Anh,,,Trên 2 Năm,CÔNG TY TNHH ANTA SPORTS VIỆT NAM,Hà Nội,15 Tr - 25 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-it-biet-tieng-anh.35C252B3.html
Head of HR (Marketing industry) - Ho Chi Minh/ Ha Noi,,,Trên 5 Năm,Talent Trader Vietnam,Hà Nội,"Trên 2,000 USD",Agile,Careerviet,https://careerviet.vn/vi/tim-viec-lam/head-of-hr-marketing-industry-ho-chi-minh-ha-noi.35C2507C.html
Chuyên viên Phân tích nghiệp vụ (Business Analyst) - Khối Công nghệ thông tin (HOLT.05),,,1 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,Agile,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-nghiep-vu-business-analyst-khoi-cong-nghe-thong-tin-holt-05.35C2510E.html
Data Engineer - Khối Dữ liệu (HOLT.02),,,Trên 1 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"Tableau, AWS",Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-engineer-khoi-du-lieu-holt-02.35C2513C.html
Kỹ Sư Phát Triển BackEnd  - Khối Công nghệ thông tin (HOLT.03),,,2 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"Java, MongoDB, Spring, PostgreSQL, MySQL, Redis, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/ky-su-phat-trien-backend-khoi-cong-nghe-thong-tin-holt-03.35C25144.html
Chuyên viên Quản lý Hạ tầng Trung tâm dữ liệu  - IT Infrastructure Management - Khối Công nghệ thông tin (HO24.273),,,Trên 1 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-ha-tang-trung-tam-du-lieu-it-infrastructure-management-khoi-cong-nghe-thong-tin-ho24-273.35C25391.html
Chuyên viên Quản trị hạ tầng Public Cloud - Cloud Engineer (Public Cloud) - Khối Công nghệ thông tin (HO24.271),,,1 - 2 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"AWS, Azure",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-ha-tang-public-cloud-cloud-engineer-public-cloud-khoi-cong-nghe-thong-tin-ho24-271.35C2538B.html
Chuyên viên Kiểm soát Tác động - Quality Assurance - Khối Công nghệ thông tin (HO24.275),,,1 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kiem-soat-tac-dong-quality-assurance-khoi-cong-nghe-thong-tin-ho24-275.35C25393.html
Chuyên viên Quản lý ứng dụng - Application Administrator - Khối Công nghệ thông tin (HO24.276),,,Chưa có kinh nghiệm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"Linux, Unix",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-ung-dung-application-administrator-khoi-cong-nghe-thong-tin-ho24-276.35C25313.html
Data Scientist - Khối Dữ liệu (HOLT.01),,,Trên 3 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-scientist-khoi-du-lieu-holt-01.35C2512F.html
Kỹ sư Phát triển Fullstack - Khối Công nghệ thông tin (HOLT.04),,,1 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"Java, NodeJS, MongoDB, PostgreSQL, MySQL, Redis, Agile, Microservices, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/ky-su-phat-trien-fullstack-khoi-cong-nghe-thong-tin-holt-04.35C2514B.html
Chuyên viên Kiểm thử nghiệp vụ (Manual Tester) - Khối Công nghệ thông tin (HOLT.06),,,1 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"Agile, Scrum, Android, iOS",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kiem-thu-nghiep-vu-manual-tester-khoi-cong-nghe-thong-tin-holt-06.35C25151.html
Chuyên viên Giải pháp nền tảng - Platform Solution Specialist - Khối Công nghệ thông tin (HO24.277),,,Chưa có kinh nghiệm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,"MongoDB, AWS, Azure, GCP, PostgreSQL, MySQL, Redis, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-giai-phap-nen-tang-platform-solution-specialist-khoi-cong-nghe-thong-tin-ho24-277.35C253A2.html
TT KSNB&TT_Chuyên viên Kiểm soát nội bộ giám sát nghiệp vụ CNTT,,,Trên 1 Năm,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/tt-ksnb-tt_chuyen-vien-kiem-soat-noi-bo-giam-sat-nghiep-vu-cntt.35C250E9.html
Văn phòng chuyển đổi_Chuyên gia/CVCC Kiến trúc sư giải pháp (Solution Architect),,,Trên 5 Năm,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Cạnh Tranh,"SQL, Power BI, AWS, Azure, GCP, Hadoop, Big Data, NoSQL, ETL",Careerviet,https://careerviet.vn/vi/tim-viec-lam/van-phong-chuyen-doi_chuyen-gia-cvcc-kien-truc-su-giai-phap-solution-architect.35C25100.html
Chuyên viên Quản trị hạ tầng Private Cloud - Cloud Engineer (Private Cloud) - Khối Công nghệ thông tin (HO24.272),,,1 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,VMware,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-ha-tang-private-cloud-cloud-engineer-private-cloud-khoi-cong-nghe-thong-tin-ho24-272.35C2538F.html
HO - Chuyên viên Vận hành ứng dụng Quản trị - Khối CNTT,,,2 - 4 Năm,Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Hà Nội,Cạnh Tranh,"MySQL, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/ho-chuyen-vien-van-hanh-ung-dung-quan-tri-khoi-cntt.35C2540D.html
[A9] Tuyển Nhân Viên Chăm Sóc Khách Hàng Truyền Hình Vệ Tinh K+,,,,BellSystem24-Việt Nam,Hà Nội,6 Tr - 9 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/a9-tuyen-nhan-vien-cham-soc-khach-hang-truyen-hinh-ve-tinh-k.35C253AB.html
[A9] Cầu Giấy - Tuyển Nhân Viên Chăm Sóc Khách Hàng Truyền Hình Vệ Tinh K+,,,,BellSystem24-Việt Nam,Hà Nội,6 Tr - 9 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/a9-cau-giay-tuyen-nhan-vien-cham-soc-khach-hang-truyen-hinh-ve-tinh-k.35C25453.html
IT Support Analyst,,,,Công ty TNHH Chế biến Thực phẩm Olam Việt Nam,Đồng Nai,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-support-analyst.35C25158.html
DevOps Engineer (Logistics Techhub),,,1 - 3 Năm,Indo Trans Logistics,Hồ Chí Minh,Cạnh Tranh,"Python, MongoDB, Docker, Kubernetes, MySQL, ElasticSearch, Restful API, SOAP, Jenkins, CI/CD, Linux, Unix, NoSQL, TCP/IP, Nginx",Careerviet,https://careerviet.vn/vi/tim-viec-lam/devops-engineer-logistics-techhub.35C253B3.html
IT System - Triển khai và phát triển hệ thống ERP/SAP,,,Trên 3 Năm,Công Ty TNHH Rita Võ,Hồ Chí Minh,Cạnh Tranh,"SQL, SAP, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-system-trien-khai-va-phat-trien-he-thong-erp-sap.35C253A0.html
Technical Support Engineer,,,,Tổng công ty Bưu điện Việt Nam,Hà Nội,10 Tr - 18 Tr VND,"Java, SQL, Linux",Careerviet,https://careerviet.vn/vi/tim-viec-lam/technical-support-engineer.35C2518A.html
Chuyên Viên Phân Tích Nghiệp Vụ (BA),,,Trên 2 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,12 Tr - 30 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba.35C251A5.html
Chuyên Viên Quản Trị Hệ Thống Phần Mềm CNTT,,,Trên 1 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,12 Tr - 18 Tr VND,"SQL, Excel, MySQL",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-he-thong-phan-mem-cntt.35C251B5.html
Java Developer Team Leader,,,3 - 8 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,25 Tr - 35 Tr VND,"Java, JavaScript, HTML, CSS, PHP, JQuery, Bootstrap, jQuery, PostgreSQL, MySQL, Restful API, Git",Careerviet,https://careerviet.vn/vi/tim-viec-lam/java-developer-team-leader.35C25183.html
Front end Developer,,,Trên 1 Năm,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Hà Nội,Cạnh Tranh,"JavaScript, HTML, CSS",Careerviet,https://careerviet.vn/vi/tim-viec-lam/front-end-developer.35C25163.html
Automation test,,,Trên 1 Năm,Tổng công ty Bưu điện Việt Nam,Hà Nội,12 Tr - 25 Tr VND,"GitHub, JIRA, Confluence",Careerviet,https://careerviet.vn/vi/tim-viec-lam/automation-test.35C25196.html
CVCC Quản trị hệ thống (HR system) - Hà Nội - TA133,,,4 - 6 Năm,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Cạnh Tranh,SQL,Careerviet,https://careerviet.vn/vi/tim-viec-lam/cvcc-quan-tri-he-thong-hr-system-ha-noi-ta133.35C25426.html
CV/CVC/CVCC Thông tin quản trị Ngân hàng cá nhân và Kênh phân phối (MIS 1),,,1 - 3 Năm,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/cv-cvc-cvcc-thong-tin-quan-tri-ngan-hang-ca-nhan-va-kenh-phan-phoi-mis-1.35C25423.html
"Chuyên gia quản lý rủi ro an ninh thông tin, Phòng Quản trị rủi ro hoạt động, Khối Quản trị rủi ro",,,5 - 7 Năm,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quan-ly-rui-ro-an-ninh-thong-tin-phong-quan-tri-rui-ro-hoat-dong-khoi-quan-tri-rui-ro.35C25420.html
LIS Administrator (Laboratory Information System Administrator),,,Trên 3 Năm,DIAG,Hồ Chí Minh,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/lis-administrator-laboratory-information-system-administrator.35C265D1.html
"Project Manager  (Scum Master, Agile)",,,Trên 3 Năm,Tập đoàn Giáo dục Đại Trường Phát,Hồ Chí Minh,Lên đến 40 Tr VND,"JIRA, Agile, Scrum",Careerviet,https://careerviet.vn/vi/tim-viec-lam/project-manager-scum-master-agile.35C266DC.html
IT Security,,,3 - 4 Năm,"Rochdale Spears Co., Ltd.",Bình Dương,Cạnh Tranh,Analysis,Careerviet,https://careerviet.vn/vi/tim-viec-lam/it-security.35C26689.html
Nhân viên IT,,,,HỆ THỐNG GIÁO DỤC EDUFIT,Hà Nội,10 Tr - 12 Tr VND,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-it.35C26491.html
Chuyên viên Quản lý chất lượng (QA - QC),,,Trên 2 Năm,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,SQL,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-chat-luong-qa-qc.35C2647B.html
PHÂN TÍCH NGHIỆP VỤ CÔNG NGHỆ THÔNG TIN (BA),,,1 - 5 Năm,Công Ty Quản Lý Nợ Và Khai Thác Tài Sản - Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/phan-tich-nghiep-vu-cong-nghe-thong-tin-ba.35C2647D.html
Chuyên viên/CVCC Phân tích Khách hàng cá nhân - Individual Customer Analysis - Khối Dữ liệu (HO24.303),,,Trên 2 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,"SQL, Tableau, Power BI",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cvcc-phan-tich-khach-hang-ca-nhan-individual-customer-analysis-khoi-du-lieu-ho24-303.35C2669D.html
DevOps Engineer - Khối Công nghệ thông tin (HO24.291),,,,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,"MongoDB, Docker, Kubernetes, PostgreSQL, Jenkins, CI/CD, Agile",Careerviet,https://careerviet.vn/vi/tim-viec-lam/devops-engineer-khoi-cong-nghe-thong-tin-ho24-291.35C26688.html
Kỹ sư Phát triển AI - AI Engineer - Khối Công nghệ thông tin (HO24.287),,,Trên 1 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,"Python, Docker, gRPC, Flask, Django, Git, TensorFlow, PyTorch",Careerviet,https://careerviet.vn/vi/tim-viec-lam/ky-su-phat-trien-ai-ai-engineer-khoi-cong-nghe-thong-tin-ho24-287.35C26642.html
Data Analyst - Khối Dữ liệu (HO24.294),,,2 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-analyst-khoi-du-lieu-ho24-294.35C26685.html
Tester - Khối Dữ liệu (HO24.295),,,Trên 1 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh Tranh,SQL,Careerviet,https://careerviet.vn/vi/tim-viec-lam/tester-khoi-du-lieu-ho24-295.35C26682.html
Chuyên viên Kiểm thử tự động - Automation Tester - Khối Công nghệ thông tin (HO24.290),,,2 - 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kiem-thu-tu-dong-automation-tester-khoi-cong-nghe-thong-tin-ho24-290.35C26683.html
Network Administrator - Khối Công nghệ thông tin (HO24.288),,,Trên 1 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/network-administrator-khoi-cong-nghe-thong-tin-ho24-288.35C2667B.html
Solution Architect - Khối Công nghệ thông tin (HO24.289),,,Trên 3 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"Big Data, Microservices",Careerviet,https://careerviet.vn/vi/tim-viec-lam/solution-architect-khoi-cong-nghe-thong-tin-ho24-289.35C2667F.html
Account Manager,,,2 - 5 Năm,CÔNG TY CỔ PHẨN TẬP ĐOÀN MK,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/account-manager.35C26734.html
Chuyên viên phân tích nghiệp vụ,,,1 - 5 Năm,Công ty Cổ phần Tập đoàn Austdoor,Hà Nội,Cạnh tranh,"Figma, ERP",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phan-tich-nghiep-vu.35C26527.html
Data Architect - Khối Dữ liệu (HO24.297),,,Trên 5 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/data-architect-khoi-du-lieu-ho24-297.35C26680.html
Chuyên gia Quản lý chất lượng,,,5 - 8 Năm,Công Ty Tài Chính TNHH MB SHINSEI (MCREDIT),Hà Nội,Cạnh tranh,,Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quan-ly-chat-luong.35C264C4.html
Chuyên viên/CVCC Công nghệ mô hình (AI/ML Ops) - Machine Learning Operations (AI/ML Ops) - Khối Dữ liệu (HO24.301),,,Trên 1 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,"Python, SQL, Docker, Kubernetes, Jenkins, CI/CD, Hadoop, Spark, AI, R, Airflow, Kafka",Careerviet,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cvcc-cong-nghe-mo-hinh-ai-ml-ops-machine-learning-operations-ai-ml-ops-khoi-du-lieu-ho24-301.35C2669B.html
Business Analyst - Khối Dữ liệu (HO24.296),,,Trên 2 Năm,Ngân Hàng TMCP Quân Đội,Hà Nội,Cạnh tranh,SQL,Careerviet,https://careerviet.vn/vi/tim-viec-lam/business-analyst-khoi-du-lieu-ho24-296.35C26681.html
